광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
경기,용인시,2024-12-03,KakaoTalk,캠페인_L,SNS광고,PC,Android,Chrome,2657,1643,4100,261,35.9,184,567184
제주,서귀포시,2024-12-04,Instagram,캠페인_B,검색광고,모바일,Android,Chrome,2911,2407,8512,263,73.4,142,856262
대구,북구,2024-12-04,Instagram,캠페인_K,SNS광고,모바일,Android,Edge,1867,1759,6156,266,67.9,83,1713112
대구,달서구,2024-12-05,Instagram,캠페인_C,SNS광고,태블릿,iOS,Edge,2354,1441,6569,193,87.6,168,1072639
서울,마포구,2024-12-05,Naver,캠페인_G,직접접속,모바일,Windows,Chrome,171,138,316,305,19.0,1,1931399
광주,서구,2024-12-05,KakaoTalk,캠페인_T,검색광고,모바일,iOS,Safari,819,762,2541,361,40.8,29,797679
광주,광산구,2024-12-05,YouTube,캠페인_G,직접접속,모바일,iOS,Chrome,338,204,878,247,80.6,23,335308
제주,제주시,2024-12-06,Facebook,캠페인_F,SNS광고,PC,Windows,Chrome,2780,2371,15194,218,29.3,84,536076
부산,수영구,2024-12-06,YouTube,캠페인_J,검색광고,PC,Windows,Safari,1361,933,3063,146,68.1,101,1115705
제주,서귀포시,2024-12-06,Naver,캠페인_C,자연검색,모바일,Windows,Samsung Internet,2931,2555,9730,220,72.5,78,157393
경기,성남시,2024-12-07,YouTube,캠페인_S,검색광고,모바일,Android,Edge,3316,2799,9798,90,75.8,32,997649
경기,화성시,2024-12-07,TikTok,캠페인_E,SNS광고,모바일,iOS,Samsung Internet,2618,1736,4471,206,42.7,196,1993885
부산,사상구,2024-12-08,Instagram,캠페인_J,SNS광고,태블릿,iOS,Safari,2772,1890,5534,138,31.8,218,1715843
제주,서귀포시,2024-12-08,KakaoTalk,캠페인_O,SNS광고,모바일,Android,Chrome,405,328,1384,50,29.8,14,1818365
제주,서귀포시,2024-12-09,KakaoTalk,캠페인_R,검색광고,모바일,Windows,Chrome,1469,1105,5302,207,54.3,109,1272877
경기,성남시,2024-12-09,Naver,캠페인_M,직접접속,PC,Windows,Naver앱,717,666,2998,351,82.3,51,1970285
인천,남동구,2024-12-11,TikTok,캠페인_S,자연검색,모바일,macOS,Chrome,1185,834,5680,355,16.7,12,149479
광주,광산구,2024-12-11,Instagram,캠페인_N,자연검색,모바일,Android,Safari,3931,2606,17721,23,76.6,250,454227
서울,강서구,2024-12-11,TikTok,캠페인_C,이메일,PC,iOS,Samsung Internet,3826,2994,18970,211,74.1,319,1395963
부산,수영구,2024-12-12,Facebook,캠페인_O,SNS광고,모바일,iOS,Edge,259,159,1448,372,31.3,16,1261768
부산,수영구,2024-12-12,Naver,캠페인_O,자연검색,모바일,iOS,Chrome,4689,3229,9510,333,53.1,327,797720
인천,서구,2024-12-12,KakaoTalk,캠페인_K,검색광고,태블릿,Android,Chrome,1813,1611,6744,13,75.2,135,1389826
부산,동래구,2024-12-13,YouTube,캠페인_M,SNS광고,PC,Android,Safari,3597,2722,11804,367,38.5,178,653925
광주,북구,2024-12-13,TikTok,캠페인_S,SNS광고,모바일,iOS,Safari,4999,4615,19827,98,53.0,371,915672
대전,서구,2024-12-13,YouTube,캠페인_O,SNS광고,태블릿,Windows,Safari,3889,2684,19659,215,54.7,103,38531
광주,서구,2024-12-14,TikTok,캠페인_G,SNS광고,PC,Windows,Naver앱,3655,3455,9494,375,36.1,195,1265977
광주,광산구,2024-12-14,KakaoTalk,캠페인_H,검색광고,모바일,Windows,Chrome,364,298,1111,143,23.2,27,676612
경기,안산시,2024-12-15,KakaoTalk,캠페인_K,검색광고,모바일,Windows,Samsung Internet,2327,1603,10721,317,71.0,9,178552
대구,북구,2024-12-16,YouTube,캠페인_G,검색광고,모바일,macOS,Safari,4160,3920,16679,215,47.5,136,462781
서울,송파구,2024-12-16,YouTube,캠페인_K,추천링크,PC,macOS,Samsung Internet,1312,1146,5621,242,59.9,62,155144
서울,마포구,2024-12-17,Facebook,캠페인_H,SNS광고,태블릿,iOS,Chrome,3886,3028,19656,176,87.4,173,570747
서울,마포구,2024-12-17,KakaoTalk,캠페인_Q,SNS광고,모바일,iOS,Edge,2318,2175,10378,123,57.9,57,1352872
인천,서구,2024-12-18,Naver,캠페인_G,SNS광고,모바일,Android,Edge,4432,3571,19383,103,56.3,233,372384
부산,사상구,2024-12-18,Instagram,캠페인_P,SNS광고,모바일,iOS,Chrome,3065,1940,5292,387,35.5,81,1879856
대구,달서구,2024-12-19,Facebook,캠페인_C,검색광고,모바일,macOS,Chrome,2722,1924,10505,10,81.7,18,1967574
인천,남동구,2024-12-19,Facebook,캠페인_D,SNS광고,모바일,iOS,Safari,3041,2130,13066,208,84.1,127,1408020
대구,수성구,2024-12-19,Instagram,캠페인_P,검색광고,모바일,iOS,Samsung Internet,800,757,4261,351,40.8,45,1288733
대구,수성구,2024-12-19,YouTube,캠페인_I,추천링크,PC,Android,Samsung Internet,176,148,1041,151,80.1,5,1524177
부산,북구,2024-12-19,YouTube,캠페인_O,이메일,태블릿,Android,Edge,3638,2431,12393,296,33.1,103,477473
부산,북구,2024-12-20,YouTube,캠페인_F,자연검색,모바일,Android,Chrome,1650,1308,6514,58,57.3,40,1659972
경기,안산시,2024-12-20,TikTok,캠페인_M,자연검색,모바일,Android,Chrome,3998,3783,7362,23,51.7,448,1018778
광주,북구,2024-12-21,Instagram,캠페인_T,검색광고,모바일,Android,Chrome,622,447,934,52,51.9,41,806953
인천,부평구,2024-12-21,KakaoTalk,캠페인_Q,검색광고,모바일,iOS,Safari,1069,896,3395,90,51.6,39,1585312
제주,서귀포시,2024-12-22,Naver,캠페인_C,검색광고,모바일,Android,Safari,2607,2085,13007,254,69.8,16,1529689
광주,광산구,2024-12-22,YouTube,캠페인_T,자연검색,모바일,macOS,Chrome,2761,2073,8702,85,78.7,229,908864
광주,광산구,2024-12-22,Facebook,캠페인_H,직접접속,PC,Android,Naver앱,4474,3848,24836,218,80.8,89,596451
부산,사상구,2024-12-22,TikTok,캠페인_Q,검색광고,PC,iOS,Safari,2376,1656,6579,290,73.8,91,1172797
제주,서귀포시,2024-12-23,Instagram,캠페인_J,SNS광고,모바일,Android,Edge,1265,1116,5469,183,61.6,30,485436
부산,사상구,2024-12-23,YouTube,캠페인_Q,검색광고,모바일,Windows,Edge,1188,753,3788,156,33.1,31,471615
인천,남동구,2024-12-23,Facebook,캠페인_M,검색광고,PC,iOS,Edge,514,332,1886,258,18.8,12,1227078
서울,강남구,2024-12-25,TikTok,캠페인_C,직접접속,모바일,macOS,Safari,1511,1232,3474,38,23.2,140,727996
대구,달서구,2024-12-25,Facebook,캠페인_L,검색광고,PC,iOS,Edge,1298,1115,1996,10,56.2,7,1435371
제주,제주시,2024-12-25,KakaoTalk,캠페인_K,SNS광고,태블릿,Windows,Samsung Internet,3589,3030,20324,98,18.2,23,1025243
서울,서초구,2024-12-25,Instagram,캠페인_E,자연검색,모바일,iOS,Samsung Internet,2642,2503,9977,184,67.8,278,1881835
인천,남동구,2024-12-25,KakaoTalk,캠페인_S,직접접속,모바일,macOS,Chrome,3780,2426,12898,300,70.6,259,1003347
광주,서구,2024-12-26,Naver,캠페인_O,직접접속,모바일,Android,Chrome,1765,1566,4183,316,47.5,77,1528970
제주,제주시,2024-12-26,YouTube,캠페인_D,자연검색,모바일,Android,Chrome,4155,2586,8027,25,39.1,252,459770
경기,고양시,2024-12-26,Instagram,캠페인_L,검색광고,모바일,iOS,Edge,2006,1439,11605,213,84.2,152,677867
인천,연수구,2024-12-26,Naver,캠페인_M,자연검색,모바일,Android,Chrome,2086,1369,6264,209,36.7,119,409420
서울,노원구,2024-12-26,Facebook,캠페인_O,이메일,모바일,iOS,Chrome,1980,1607,5954,226,77.4,124,1549557
광주,서구,2024-12-26,Naver,캠페인_R,자연검색,모바일,Android,Samsung Internet,2505,1539,5588,369,56.3,97,336023
부산,사상구,2024-12-26,TikTok,캠페인_J,직접접속,태블릿,iOS,Samsung Internet,2058,1410,5218,377,54.0,89,560611
대구,달서구,2024-12-27,Facebook,캠페인_K,검색광고,모바일,iOS,Safari,3768,3003,11916,39,84.7,253,1218375
부산,사상구,2024-12-27,Facebook,캠페인_S,검색광고,모바일,iOS,Chrome,1211,1020,3518,396,78.6,24,1052893
광주,북구,2024-12-27,Facebook,캠페인_S,SNS광고,모바일,macOS,Chrome,267,194,1159,256,70.6,12,1432649
부산,동래구,2024-12-27,YouTube,캠페인_I,SNS광고,모바일,Android,Chrome,4268,3138,18070,204,54.5,368,863944
부산,해운대구,2024-12-28,TikTok,캠페인_M,검색광고,모바일,iOS,Edge,1624,977,6568,265,79.5,113,1168655
경기,화성시,2024-12-28,Naver,캠페인_K,직접접속,모바일,Android,Chrome,4159,2942,14006,91,69.7,351,78656
부산,사상구,2024-12-28,YouTube,캠페인_H,추천링크,PC,iOS,Safari,631,406,2178,53,51.7,22,1584677
인천,부평구,2024-12-28,Facebook,캠페인_H,SNS광고,모바일,Android,Safari,63,57,185,171,69.0,1,918660
광주,북구,2024-12-28,YouTube,캠페인_Q,SNS광고,모바일,iOS,Edge,958,703,3659,24,86.3,43,554020
광주,광산구,2024-12-29,TikTok,캠페인_J,검색광고,태블릿,Android,Chrome,4482,3701,10027,299,74.3,88,1037778
인천,서구,2024-12-29,YouTube,캠페인_F,SNS광고,PC,Android,Samsung Internet,1056,829,4600,286,78.7,44,1690356
부산,해운대구,2024-12-30,Naver,캠페인_N,검색광고,모바일,macOS,Naver앱,1482,915,6103,168,70.8,79,18378
광주,북구,2024-12-30,Instagram,캠페인_O,검색광고,모바일,Android,Chrome,3931,2661,19708,110,41.7,299,1596393
부산,사상구,2024-12-30,YouTube,캠페인_I,이메일,PC,macOS,Chrome,3095,2563,15335,219,46.8,186,1295319
대구,수성구,2024-12-30,Facebook,캠페인_G,SNS광고,PC,Android,Samsung Internet,4889,3782,18973,197,24.6,54,1018340
대구,달서구,2024-12-30,TikTok,캠페인_E,SNS광고,모바일,iOS,Chrome,3386,2043,10702,397,20.9,198,54027
제주,제주시,2024-12-30,Facebook,캠페인_I,SNS광고,모바일,macOS,Samsung Internet,3780,2291,6302,16,61.9,249,932542
인천,부평구,2024-12-31,Naver,캠페인_B,직접접속,PC,Android,Chrome,3313,2809,17544,148,23.3,123,1531898
경기,성남시,2024-12-31,TikTok,캠페인_P,SNS광고,PC,Windows,Edge,2157,2015,10805,145,62.5,98,1118204
경기,수원시,2024-12-31,TikTok,캠페인_T,직접접속,모바일,Windows,Naver앱,562,443,1719,252,45.3,39,1467452
인천,연수구,2024-12-31,Facebook,캠페인_J,검색광고,모바일,Android,Safari,4605,3846,25846,242,75.8,160,287167
대전,중구,2024-12-31,TikTok,캠페인_R,자연검색,PC,iOS,Chrome,4373,2948,18504,79,69.3,221,882958
서울,강서구,2025-01-01,Naver,캠페인_L,이메일,모바일,Android,Samsung Internet,1879,1533,4722,245,59.0,180,196996
대구,수성구,2025-01-01,Naver,캠페인_M,이메일,PC,iOS,Safari,2025,1427,8330,280,38.6,54,240698
대전,중구,2025-01-01,Naver,캠페인_J,SNS광고,모바일,Android,Naver앱,1614,1424,8349,313,34.2,68,1029852
부산,해운대구,2025-01-01,YouTube,캠페인_N,SNS광고,모바일,Windows,Chrome,1590,1270,9229,380,28.0,115,1079004
서울,마포구,2025-01-01,TikTok,캠페인_I,검색광고,모바일,Windows,Safari,4866,3438,28219,314,45.8,342,1221033
인천,부평구,2025-01-02,YouTube,캠페인_M,검색광고,모바일,Windows,Chrome,2300,1815,12313,107,34.7,53,584930
대전,중구,2025-01-02,Naver,캠페인_K,자연검색,모바일,macOS,Edge,4270,3169,14768,213,48.3,351,543449
광주,북구,2025-01-02,KakaoTalk,캠페인_L,검색광고,모바일,Windows,Safari,682,592,1348,294,71.0,54,1571694
대전,중구,2025-01-03,TikTok,캠페인_J,SNS광고,모바일,Android,Edge,3798,2918,19422,179,79.1,118,1534769
서울,노원구,2025-01-03,Instagram,캠페인_R,직접접속,모바일,Android,Chrome,1136,802,6342,113,21.1,4,335998
광주,북구,2025-01-04,YouTube,캠페인_S,추천링크,PC,iOS,Safari,2359,1961,10297,316,71.9,178,1958752
부산,동래구,2025-01-04,TikTok,캠페인_Q,SNS광고,모바일,iOS,Naver앱,3494,3163,14503,46,19.1,36,1376926
인천,서구,2025-01-04,Naver,캠페인_E,이메일,모바일,macOS,Chrome,3556,2177,20664,367,54.8,248,1509793
광주,광산구,2025-01-04,KakaoTalk,캠페인_C,검색광고,모바일,Android,Chrome,1801,1618,6365,151,24.1,138,360289
인천,부평구,2025-01-04,Naver,캠페인_S,직접접속,태블릿,Android,Safari,2067,1851,4457,215,69.7,178,862477
경기,남양주시,2025-01-05,Facebook,캠페인_B,검색광고,PC,Windows,Safari,4284,2859,8167,120,79.5,175,1066686
대구,수성구,2025-01-05,Facebook,캠페인_G,SNS광고,모바일,Android,Chrome,2587,2197,9561,126,70.7,66,1581385
대구,수성구,2025-01-05,Facebook,캠페인_M,이메일,모바일,Android,Chrome,2598,1579,9996,162,66.1,30,946292
제주,제주시,2025-01-05,TikTok,캠페인_H,직접접속,모바일,Android,Chrome,4414,3949,19935,102,17.6,213,204636
대구,북구,2025-01-05,Instagram,캠페인_P,SNS광고,모바일,Windows,Naver앱,2262,1500,11469,26,64.3,11,556258
인천,남동구,2025-01-05,Naver,캠페인_H,검색광고,모바일,Android,Safari,1753,1390,5110,345,74.3,125,92506
대전,서구,2025-01-06,Facebook,캠페인_O,직접접속,모바일,iOS,Chrome,4922,4107,27750,186,32.7,102,1460871
부산,수영구,2025-01-07,YouTube,캠페인_N,SNS광고,모바일,Windows,Safari,2251,1491,9457,349,33.3,168,1333159
인천,연수구,2025-01-07,TikTok,캠페인_B,자연검색,모바일,Android,Chrome,4490,2742,23650,154,63.6,297,138805
서울,영등포구,2025-01-07,Instagram,캠페인_P,직접접속,모바일,Android,Edge,4207,3275,22352,31,68.7,99,6982
대구,수성구,2025-01-08,Naver,캠페인_C,직접접속,모바일,iOS,Chrome,2101,1591,7984,180,80.2,79,1173553
대전,서구,2025-01-09,Facebook,캠페인_T,검색광고,모바일,iOS,Chrome,2947,2071,16269,147,26.2,62,627305
경기,남양주시,2025-01-09,YouTube,캠페인_D,SNS광고,모바일,iOS,Chrome,4258,3688,23634,336,26.5,353,1769196
대구,달서구,2025-01-09,Naver,캠페인_O,자연검색,모바일,iOS,Samsung Internet,4885,4252,11369,312,64.2,97,619804
인천,부평구,2025-01-09,Naver,캠페인_F,SNS광고,모바일,Windows,Safari,4564,3903,10358,138,67.7,335,1134724
제주,서귀포시,2025-01-09,Facebook,캠페인_A,SNS광고,모바일,Android,Chrome,4437,4173,20520,32,19.7,472,1653174
대구,달서구,2025-01-09,Facebook,캠페인_S,SNS광고,PC,Windows,Safari,4653,2809,25777,93,58.2,120,389081
광주,북구,2025-01-10,Naver,캠페인_D,추천링크,PC,iOS,Samsung Internet,251,165,536,81,71.8,3,1596213
광주,서구,2025-01-10,TikTok,캠페인_F,직접접속,모바일,macOS,Naver앱,1662,1397,7125,365,58.3,146,1695036
대구,중구,2025-01-10,Instagram,캠페인_P,검색광고,모바일,Android,Chrome,2278,2156,10423,93,72.7,15,1724444
인천,서구,2025-01-11,Naver,캠페인_Q,직접접속,모바일,Windows,Safari,2510,1765,8675,256,31.6,125,1235752
경기,성남시,2025-01-11,Instagram,캠페인_N,검색광고,PC,iOS,Chrome,2918,2107,10970,155,75.4,81,587236
부산,사상구,2025-01-12,Facebook,캠페인_A,추천링크,모바일,macOS,Samsung Internet,1807,1606,9696,58,46.2,96,1658820
경기,용인시,2025-01-14,KakaoTalk,캠페인_E,이메일,PC,Android,Naver앱,3869,2357,8804,358,68.6,55,992199
제주,서귀포시,2025-01-14,TikTok,캠페인_T,자연검색,모바일,Android,Naver앱,1227,950,5636,329,51.8,24,1351001
광주,서구,2025-01-14,KakaoTalk,캠페인_M,검색광고,PC,Android,Chrome,3057,2220,9373,189,37.7,150,1733454
서울,강남구,2025-01-14,Instagram,캠페인_P,SNS광고,모바일,iOS,Chrome,1237,804,3226,133,75.6,57,46807
인천,연수구,2025-01-14,Naver,캠페인_D,SNS광고,PC,Android,Safari,320,192,1816,22,67.9,6,560571
제주,서귀포시,2025-01-15,Instagram,캠페인_P,SNS광고,태블릿,Android,Chrome,3885,2994,10465,326,43.7,314,1992138
대전,중구,2025-01-15,Facebook,캠페인_H,검색광고,모바일,iOS,Edge,1646,1345,2893,157,67.6,106,729959
대전,유성구,2025-01-16,YouTube,캠페인_O,SNS광고,태블릿,Windows,Samsung Internet,330,220,1691,65,16.8,4,1318347
인천,서구,2025-01-16,Instagram,캠페인_N,SNS광고,PC,Windows,Chrome,1887,1207,9615,282,50.3,26,1389251
부산,동래구,2025-01-17,Instagram,캠페인_F,SNS광고,PC,Android,Naver앱,648,414,1164,309,31.8,6,1702831
인천,남동구,2025-01-17,YouTube,캠페인_E,검색광고,태블릿,Android,Safari,2950,2372,12385,397,61.1,279,1990593
제주,서귀포시,2025-01-17,TikTok,캠페인_G,SNS광고,PC,macOS,Chrome,2905,2231,16104,85,37.7,229,1745868
서울,강남구,2025-01-17,Facebook,캠페인_B,SNS광고,모바일,macOS,Safari,638,383,2517,206,51.0,16,1654164
광주,광산구,2025-01-17,Naver,캠페인_L,직접접속,모바일,iOS,Samsung Internet,2119,1735,9547,78,18.8,176,178672
대전,유성구,2025-01-18,TikTok,캠페인_S,SNS광고,모바일,iOS,Edge,2091,1828,8489,107,17.2,42,1045873
경기,성남시,2025-01-18,YouTube,캠페인_E,검색광고,PC,iOS,Chrome,4853,2969,12207,60,46.0,53,533953
대전,중구,2025-01-18,Instagram,캠페인_N,SNS광고,모바일,Android,Chrome,2435,1613,8614,98,28.4,28,856154
경기,안산시,2025-01-19,Naver,캠페인_T,자연검색,PC,macOS,Chrome,4269,3840,25307,309,73.7,162,1435015
광주,광산구,2025-01-20,Naver,캠페인_E,검색광고,모바일,Android,Safari,4699,4333,8299,84,52.2,136,187359
대구,중구,2025-01-20,Facebook,캠페인_K,SNS광고,모바일,iOS,Samsung Internet,2755,2181,13578,84,41.0,231,1850839
경기,용인시,2025-01-20,KakaoTalk,캠페인_S,검색광고,모바일,macOS,Chrome,2721,1667,7703,360,59.5,128,1360421
서울,종로구,2025-01-21,Facebook,캠페인_P,SNS광고,PC,macOS,Chrome,4062,2840,21810,272,49.3,112,176119
광주,북구,2025-01-21,Facebook,캠페인_N,검색광고,모바일,iOS,Samsung Internet,1414,1167,7614,344,40.0,81,1266524
제주,제주시,2025-01-21,Facebook,캠페인_C,자연검색,모바일,iOS,Edge,3091,2535,11459,211,23.1,261,146064
서울,영등포구,2025-01-21,Naver,캠페인_R,SNS광고,모바일,macOS,Chrome,4115,3181,12492,222,21.0,169,691916
광주,북구,2025-01-21,Instagram,캠페인_P,SNS광고,PC,iOS,Chrome,718,620,3878,38,67.0,6,215822
서울,강남구,2025-01-22,Naver,캠페인_G,검색광고,PC,Android,Naver앱,3251,2292,16808,63,36.8,163,1489604
경기,화성시,2025-01-22,Instagram,캠페인_R,직접접속,모바일,iOS,Naver앱,387,264,982,19,21.5,7,427733
서울,마포구,2025-01-23,TikTok,캠페인_O,SNS광고,모바일,Windows,Naver앱,4966,4401,24172,208,42.5,38,1170979
대전,유성구,2025-01-23,KakaoTalk,캠페인_R,SNS광고,모바일,Android,Chrome,4947,4030,23889,363,40.1,51,278357
인천,부평구,2025-01-23,Facebook,캠페인_Q,SNS광고,모바일,Android,Naver앱,3287,2028,18316,277,75.2,92,1502910
부산,수영구,2025-01-23,Naver,캠페인_S,검색광고,모바일,Android,Safari,3980,3148,18344,92,83.5,236,668772
부산,해운대구,2025-01-23,KakaoTalk,캠페인_T,직접접속,모바일,Android,Naver앱,2401,1912,8768,165,38.8,133,971888
대구,북구,2025-01-23,Naver,캠페인_R,이메일,모바일,macOS,Chrome,3057,2298,15200,285,58.3,172,423581
부산,사상구,2025-01-24,Naver,캠페인_P,SNS광고,모바일,Windows,Samsung Internet,3715,3342,8429,72,71.8,138,615326
대전,서구,2025-01-24,TikTok,캠페인_S,자연검색,모바일,Windows,Samsung Internet,758,646,2238,323,65.2,27,328533
대구,중구,2025-01-24,TikTok,캠페인_T,추천링크,모바일,Windows,Edge,4077,2873,9261,288,51.6,272,642878
부산,북구,2025-01-24,TikTok,캠페인_A,검색광고,모바일,Android,Samsung Internet,1252,1123,3718,275,20.8,20,508771
인천,부평구,2025-01-24,Naver,캠페인_M,추천링크,모바일,Android,Samsung Internet,4251,2606,8939,198,75.7,83,207894
인천,부평구,2025-01-24,KakaoTalk,캠페인_J,SNS광고,PC,Android,Chrome,3438,2677,18639,271,56.6,272,1351710
제주,서귀포시,2025-01-25,TikTok,캠페인_Q,자연검색,태블릿,Windows,Chrome,3789,2938,15229,65,46.6,274,483729
대구,북구,2025-01-25,Naver,캠페인_M,직접접속,PC,iOS,Safari,784,604,2012,109,63.3,18,1107197
대전,서구,2025-01-25,TikTok,캠페인_R,SNS광고,태블릿,Android,Samsung Internet,3514,3123,7555,266,86.0,53,975898
인천,서구,2025-01-25,YouTube,캠페인_Q,자연검색,모바일,Android,Safari,4440,3752,18409,358,73.5,233,219035
서울,노원구,2025-01-26,YouTube,캠페인_Q,자연검색,PC,Windows,Chrome,3625,2464,9499,154,32.1,181,1298797
대전,유성구,2025-01-26,YouTube,캠페인_I,직접접속,모바일,Android,Safari,3675,3274,8144,159,31.1,160,1481187
대전,서구,2025-01-26,TikTok,캠페인_F,SNS광고,모바일,Android,Chrome,1714,1371,8169,343,38.2,55,1943515
대구,달서구,2025-01-27,TikTok,캠페인_R,자연검색,모바일,Android,Edge,674,410,3470,325,69.1,4,1091133
광주,서구,2025-01-27,TikTok,캠페인_S,자연검색,PC,iOS,Edge,1478,1270,5978,230,67.0,8,809800
서울,마포구,2025-01-27,Facebook,캠페인_P,SNS광고,모바일,iOS,Safari,602,509,2198,251,22.7,42,168729
대구,수성구,2025-01-28,Facebook,캠페인_S,검색광고,태블릿,Android,Safari,2752,1921,15014,194,29.2,148,259133
서울,송파구,2025-01-28,Naver,캠페인_K,검색광고,모바일,macOS,Chrome,2515,1759,9149,109,54.0,52,605799
대구,수성구,2025-01-29,Naver,캠페인_M,검색광고,PC,Android,Edge,970,862,5819,289,34.2,9,182588
대전,유성구,2025-01-29,Naver,캠페인_K,SNS광고,모바일,iOS,Safari,2216,1774,12991,83,78.7,151,1983931
서울,영등포구,2025-01-30,Naver,캠페인_B,검색광고,PC,Windows,Chrome,1420,932,5017,265,61.2,10,1658559
제주,서귀포시,2025-01-31,Instagram,캠페인_T,검색광고,PC,Android,Samsung Internet,169,116,1000,339,72.4,5,392577
서울,강서구,2025-01-31,Instagram,캠페인_F,추천링크,태블릿,Windows,Chrome,3844,3478,21535,126,52.3,172,1079998
광주,북구,2025-01-31,Facebook,캠페인_F,검색광고,모바일,iOS,Samsung Internet,789,503,3793,296,84.3,47,1163405
대전,유성구,2025-01-31,Naver,캠페인_N,자연검색,모바일,Android,Samsung Internet,3071,2211,8897,127,33.1,189,239657
인천,남동구,2025-01-31,KakaoTalk,캠페인_F,SNS광고,모바일,Android,Edge,3715,2457,12354,101,82.2,42,1108086
대전,서구,2025-02-01,Facebook,캠페인_T,SNS광고,모바일,iOS,Samsung Internet,980,669,2445,141,17.3,76,98941
제주,서귀포시,2025-02-01,Naver,캠페인_J,SNS광고,모바일,iOS,Safari,3050,2486,5841,117,24.7,295,1656989
제주,서귀포시,2025-02-01,YouTube,캠페인_L,이메일,태블릿,iOS,Naver앱,1521,1441,7321,43,24.5,68,1692068
대구,중구,2025-02-01,KakaoTalk,캠페인_H,SNS광고,모바일,Android,Chrome,3816,3119,9306,32,73.6,186,1047873
대구,수성구,2025-02-01,Naver,캠페인_M,검색광고,모바일,Windows,Safari,3550,2542,6617,341,68.5,187,1233193
광주,북구,2025-02-02,TikTok,캠페인_J,SNS광고,모바일,iOS,Safari,1764,1324,7106,96,15.4,41,1076644
광주,광산구,2025-02-02,KakaoTalk,캠페인_N,SNS광고,모바일,Android,Chrome,4928,3037,8233,28,53.1,29,1219035
제주,서귀포시,2025-02-02,Instagram,캠페인_P,SNS광고,모바일,Windows,Chrome,1377,1296,5542,385,55.0,31,1023183
인천,부평구,2025-02-03,Facebook,캠페인_Q,검색광고,PC,iOS,Safari,4849,4162,24307,223,59.7,82,172192
제주,서귀포시,2025-02-03,Instagram,캠페인_G,SNS광고,PC,macOS,Edge,3834,2393,7471,88,74.5,49,879601
부산,해운대구,2025-02-03,Facebook,캠페인_F,SNS광고,모바일,Android,Chrome,3411,2932,7521,209,63.9,143,21879
제주,서귀포시,2025-02-03,Facebook,캠페인_J,SNS광고,PC,Windows,Chrome,4192,3156,16898,384,40.8,113,166704
광주,북구,2025-02-03,Instagram,캠페인_S,추천링크,모바일,Android,Naver앱,129,112,336,133,56.9,9,1667151
경기,고양시,2025-02-05,KakaoTalk,캠페인_F,자연검색,모바일,iOS,Naver앱,1826,1614,7273,106,27.4,191,214541
대전,유성구,2025-02-05,Instagram,캠페인_S,추천링크,모바일,Windows,Chrome,4511,3602,7594,301,81.0,306,26375
인천,부평구,2025-02-06,Instagram,캠페인_B,SNS광고,PC,Android,Samsung Internet,2404,2053,12592,148,21.9,201,1205164
광주,서구,2025-02-06,Naver,캠페인_E,자연검색,PC,Android,Safari,4989,4678,12111,26,63.6,124,1697108
제주,서귀포시,2025-02-07,TikTok,캠페인_O,자연검색,모바일,Android,Samsung Internet,1542,1181,4903,114,56.3,39,1152450
부산,동래구,2025-02-07,TikTok,캠페인_N,검색광고,모바일,Windows,Safari,3938,2994,18174,286,42.7,150,839322
광주,서구,2025-02-08,TikTok,캠페인_C,SNS광고,모바일,iOS,Safari,4279,2596,15503,116,45.6,264,555717
경기,용인시,2025-02-08,Naver,캠페인_S,이메일,모바일,Android,Samsung Internet,1997,1802,10424,301,44.0,171,278205
대구,중구,2025-02-08,Facebook,캠페인_O,SNS광고,모바일,Windows,Safari,3623,2853,20977,38,66.3,135,1355024
경기,수원시,2025-02-08,Instagram,캠페인_Q,직접접속,모바일,iOS,Chrome,215,187,1207,363,48.6,18,831196
부산,해운대구,2025-02-08,Instagram,캠페인_C,이메일,PC,Android,Chrome,4178,2941,14385,170,64.0,217,70347
광주,북구,2025-02-08,Naver,캠페인_T,이메일,태블릿,macOS,Chrome,4976,4509,9439,324,71.2,191,967680
경기,용인시,2025-02-09,Facebook,캠페인_P,검색광고,모바일,macOS,Safari,4048,3228,21180,240,45.8,250,898724
대구,북구,2025-02-09,Facebook,캠페인_F,SNS광고,모바일,Windows,Naver앱,2200,1507,11450,183,27.6,73,1862440
제주,제주시,2025-02-09,YouTube,캠페인_G,검색광고,모바일,Android,Chrome,853,731,3705,65,24.2,75,1484747
광주,북구,2025-02-09,Facebook,캠페인_H,검색광고,모바일,macOS,Edge,2244,1376,6747,67,49.0,136,1587022
부산,북구,2025-02-10,TikTok,캠페인_A,추천링크,모바일,Android,Chrome,1159,1029,2082,48,61.1,12,1055582
서울,영등포구,2025-02-10,KakaoTalk,캠페인_P,자연검색,모바일,iOS,Edge,1544,1099,9142,31,31.9,98,264063
경기,고양시,2025-02-10,Instagram,캠페인_O,SNS광고,모바일,iOS,Chrome,3612,2498,8926,221,48.2,129,1606957
제주,제주시,2025-02-10,TikTok,캠페인_G,직접접속,모바일,Android,Safari,1738,1061,8119,317,86.8,22,754434
광주,북구,2025-02-10,Instagram,캠페인_J,자연검색,모바일,iOS,Chrome,1385,1065,4787,229,37.2,58,1004546
