날짜,캠페인명,플랫폼,광고형식,소재유형,색감,해시태그수,텍스트길이,동영상길이(초),노출수,클릭수,CTR(%),좋아요,공유,광고비(원),전환수,소재평점,A/B그룹
2025-01-07,캠페인_I,Naver,이미지,긴급성강조형,어두움,11,135,0,171140,8190,4.79,4166,90,1092017,191,3.6,A
2025-01-08,캠페인_R,KakaoTalk,배너,혜택강조형,밝음,15,284,0,93314,1501,1.61,1614,67,3224633,48,7.9,C
2025-01-08,캠페인_N,Instagram,배너,감성소구형,어두움,12,276,0,138750,5286,3.81,2392,180,2209672,421,5.2,C
2025-01-08,캠페인_A,Naver,배너,유머형,모노톤,13,141,0,205406,10010,4.87,2320,212,173115,155,4.8,C
2025-01-08,캠페인_A,Instagram,릴스,감성소구형,파스텔,12,203,60,133125,3269,2.46,2517,150,2559677,195,5.6,B
2025-01-08,캠페인_O,Facebook,배너,혜택강조형,어두움,13,267,0,186635,2944,1.58,12152,254,2613559,64,8.6,B
2025-01-09,캠페인_C,YouTube,동영상,혜택강조형,비비드,19,209,64,146592,5748,3.92,2037,99,3800603,336,8.7,B
2025-01-10,캠페인_D,KakaoTalk,릴스,혜택강조형,밝음,2,21,21,201188,5427,2.7,13870,472,177607,651,2.0,C
2025-01-10,캠페인_J,Instagram,이미지,감성소구형,어두움,2,214,0,161423,7150,4.43,6541,709,2426718,273,8.6,A
2025-01-10,캠페인_P,TikTok,릴스,긴급성강조형,밝음,12,278,42,21383,1340,6.27,1116,124,699031,17,7.2,A
2025-01-10,캠페인_L,Naver,릴스,유머형,비비드,15,36,48,5820,32,0.55,316,14,697558,0,7.4,C
2025-01-10,캠페인_S,TikTok,배너,정보제공형,어두움,4,110,0,21802,443,2.03,499,10,2605771,39,5.6,A
2025-01-10,캠페인_B,YouTube,카드뉴스,유머형,모노톤,8,187,0,93167,6864,7.37,540,30,648241,131,6.1,B
2025-01-10,캠페인_Q,TikTok,스토리,혜택강조형,어두움,3,135,0,779,25,3.21,33,1,934504,2,2.1,C
2025-01-12,캠페인_L,KakaoTalk,카드뉴스,혜택강조형,밝음,11,119,0,60687,4072,6.71,3188,253,717683,284,8.7,A
2025-01-13,캠페인_G,TikTok,동영상,정보제공형,어두움,4,90,84,157862,11140,7.06,2384,245,3162721,785,8.6,C
2025-01-13,캠페인_R,Facebook,카드뉴스,유머형,밝음,18,160,0,247014,13572,5.49,3231,184,1517878,777,9.1,C
2025-01-14,캠페인_A,Facebook,배너,정보제공형,비비드,16,156,0,179624,12794,7.12,9523,614,1557627,315,4.8,B
2025-01-15,캠페인_P,Instagram,배너,감성소구형,파스텔,15,156,0,86654,3842,4.43,4244,269,2418885,439,2.3,B
2025-01-15,캠페인_L,TikTok,동영상,긴급성강조형,어두움,8,26,32,211126,12021,5.69,2245,193,733882,249,6.6,C
2025-01-15,캠페인_K,Facebook,카드뉴스,유머형,모노톤,7,46,0,140270,4994,3.56,3191,360,2826824,166,2.7,C
2025-01-15,캠페인_J,Instagram,이미지,유머형,비비드,1,166,0,194760,7989,4.1,1292,58,2083022,479,6.6,B
2025-01-15,캠페인_A,Naver,동영상,감성소구형,비비드,2,39,62,228784,6052,2.65,14375,655,3077211,692,7.5,A
2025-01-15,캠페인_N,Facebook,릴스,정보제공형,밝음,1,113,46,202470,6317,3.12,1460,69,547763,395,6.8,A
2025-01-16,캠페인_S,Facebook,배너,유머형,비비드,10,54,0,64960,3983,6.13,2555,68,66531,102,9.2,A
2025-01-16,캠페인_O,Facebook,릴스,유머형,비비드,6,46,11,25852,526,2.03,1452,78,3134908,36,6.8,C
2025-01-16,캠페인_T,TikTok,이미지,유머형,파스텔,7,176,0,245922,8813,3.58,10694,1331,1744724,660,2.0,A
2025-01-16,캠페인_D,TikTok,동영상,감성소구형,어두움,10,65,12,82085,6487,7.9,1584,54,112911,483,8.1,B
2025-01-17,캠페인_O,YouTube,카드뉴스,정보제공형,어두움,16,295,0,170665,4624,2.71,3420,273,413933,52,1.7,A
2025-01-17,캠페인_A,Naver,배너,감성소구형,모노톤,4,29,0,214223,10465,4.89,2953,358,2015624,164,3.4,B
2025-01-17,캠페인_P,TikTok,카드뉴스,유머형,어두움,13,183,0,165498,1190,0.72,965,76,1777447,13,8.9,B
2025-01-17,캠페인_T,YouTube,배너,유머형,밝음,15,285,0,88254,4200,4.76,5603,501,939098,232,1.5,C
2025-01-17,캠페인_L,TikTok,스토리,긴급성강조형,비비드,8,258,0,5925,441,7.44,159,9,3734499,20,7.1,B
2025-01-18,캠페인_M,Facebook,카드뉴스,정보제공형,밝음,2,23,0,109307,564,0.52,4754,512,3281997,51,7.5,A
2025-01-18,캠페인_H,TikTok,동영상,정보제공형,비비드,1,236,26,205228,8069,3.93,11453,654,3700338,340,4.5,B
2025-01-18,캠페인_D,TikTok,스토리,유머형,어두움,16,101,0,106607,2088,1.96,5321,481,576935,222,1.5,B
2025-01-18,캠페인_A,YouTube,카드뉴스,유머형,비비드,1,239,0,144184,4222,2.93,5425,681,1853984,84,6.9,C
2025-01-18,캠페인_N,YouTube,릴스,긴급성강조형,어두움,11,251,72,176244,10352,5.87,4839,602,3723329,389,1.6,C
2025-01-18,캠페인_J,Facebook,릴스,혜택강조형,모노톤,18,77,39,241757,8478,3.51,15211,1357,3708782,425,2.3,A
2025-01-19,캠페인_R,Facebook,배너,유머형,파스텔,6,216,0,210425,12593,5.98,14303,1366,2917959,1250,6.0,B
2025-01-20,캠페인_A,TikTok,카드뉴스,긴급성강조형,모노톤,1,192,0,132435,10044,7.58,2567,293,1756696,438,7.5,B
2025-01-21,캠페인_S,YouTube,이미지,정보제공형,비비드,8,117,0,43568,3401,7.81,2663,298,363929,290,5.9,A
2025-01-21,캠페인_M,YouTube,동영상,정보제공형,비비드,5,238,38,121919,774,0.63,2270,179,1792353,89,6.3,B
2025-01-21,캠페인_S,YouTube,스토리,감성소구형,밝음,13,15,0,82611,2331,2.82,5649,684,2200687,251,2.5,A
2025-01-21,캠페인_E,Facebook,배너,혜택강조형,파스텔,14,214,0,117583,7308,6.22,1453,30,2441787,630,2.6,C
2025-01-21,캠페인_F,Naver,동영상,정보제공형,어두움,17,25,6,183713,11715,6.38,4787,286,1773025,892,8.7,C
2025-01-21,캠페인_M,Facebook,이미지,유머형,모노톤,7,222,0,112659,7591,6.74,5013,313,1658204,385,1.1,C
2025-01-22,캠페인_C,TikTok,릴스,긴급성강조형,파스텔,3,296,78,156383,6636,4.24,10353,935,2615439,420,6.8,C
2025-01-22,캠페인_E,Instagram,카드뉴스,유머형,비비드,2,280,0,172954,7778,4.5,2946,235,1199322,388,8.7,A
2025-01-22,캠페인_L,YouTube,배너,혜택강조형,비비드,11,145,0,146776,9581,6.53,5765,149,2322230,712,2.9,C
2025-01-22,캠페인_K,Facebook,카드뉴스,유머형,밝음,19,245,0,66912,1615,2.41,858,65,1736911,137,5.8,B
2025-01-22,캠페인_O,Instagram,동영상,혜택강조형,비비드,3,59,71,143122,7733,5.4,9457,510,3701757,414,6.9,B
2025-01-23,캠페인_R,Naver,이미지,긴급성강조형,모노톤,7,80,0,125482,6965,5.55,5592,174,808165,131,7.3,C
2025-01-23,캠페인_T,Instagram,릴스,정보제공형,어두움,14,131,14,146406,7158,4.89,4392,457,154120,736,5.1,B
2025-01-23,캠페인_I,KakaoTalk,릴스,혜택강조형,비비드,19,24,28,18470,1257,6.81,222,25,2992376,48,3.6,A
2025-01-24,캠페인_A,Naver,이미지,긴급성강조형,모노톤,2,292,0,46792,785,1.68,1931,81,3253925,57,9.6,A
2025-01-24,캠페인_D,TikTok,배너,감성소구형,파스텔,0,63,0,55790,1006,1.8,2129,189,1392077,60,2.1,B
2025-01-25,캠페인_R,Facebook,스토리,혜택강조형,어두움,0,57,0,213567,6008,2.81,9193,1044,1842726,98,1.8,A
2025-01-25,캠페인_G,TikTok,카드뉴스,혜택강조형,어두움,17,255,0,223579,1770,0.79,12599,1396,1960721,128,7.1,C
2025-01-25,캠페인_B,YouTube,스토리,긴급성강조형,모노톤,6,175,0,236137,2481,1.05,14995,1579,227508,195,2.5,B
2025-01-25,캠페인_D,Instagram,이미지,정보제공형,모노톤,3,115,0,8687,435,5.01,586,27,1880439,15,8.4,B
2025-01-26,캠페인_D,Facebook,동영상,감성소구형,밝음,8,152,43,110328,6558,5.94,7199,317,1216716,276,6.9,B
2025-01-26,캠페인_P,TikTok,배너,유머형,밝음,13,201,0,193477,8276,4.28,11332,995,3330855,269,6.8,C
2025-01-27,캠페인_A,YouTube,스토리,유머형,모노톤,15,87,0,189205,1411,0.75,8581,578,1306585,52,4.5,B
2025-01-27,캠페인_M,KakaoTalk,카드뉴스,유머형,파스텔,4,84,0,19348,1205,6.23,365,29,2370961,137,2.9,C
2025-01-28,캠페인_C,Naver,스토리,유머형,파스텔,13,74,0,185220,7725,4.17,9934,1120,2711671,470,4.5,B
2025-01-28,캠페인_J,Naver,스토리,감성소구형,모노톤,17,188,0,187969,13357,7.11,9717,219,1583099,472,5.1,B
2025-01-28,캠페인_T,KakaoTalk,릴스,혜택강조형,모노톤,12,118,32,162508,2737,1.68,10776,1090,3354896,287,8.8,B
2025-01-29,캠페인_O,Naver,릴스,감성소구형,비비드,16,206,87,28231,898,3.18,552,23,3140211,49,1.2,B
2025-01-29,캠페인_M,YouTube,카드뉴스,정보제공형,모노톤,0,67,0,38349,465,1.21,1974,213,556191,33,3.0,B
2025-01-29,캠페인_O,Facebook,동영상,유머형,파스텔,4,237,60,240245,7315,3.04,6572,168,2080634,205,5.9,C
2025-01-29,캠페인_J,YouTube,스토리,유머형,비비드,17,261,0,68964,5043,7.31,4823,521,1948163,454,2.3,B
2025-01-30,캠페인_I,Naver,스토리,정보제공형,어두움,3,41,0,168356,9578,5.69,4857,626,2420851,980,10.0,C
2025-01-30,캠페인_A,Instagram,이미지,유머형,밝음,16,137,0,176242,10955,6.22,1096,118,3023336,755,7.6,C
2025-01-30,캠페인_S,TikTok,스토리,긴급성강조형,모노톤,19,176,0,91154,2951,3.24,2569,129,3997491,244,8.8,B
2025-01-31,캠페인_L,Instagram,스토리,정보제공형,밝음,10,16,0,223653,14736,6.59,11874,443,1695018,1110,6.5,C
2025-01-31,캠페인_E,Instagram,이미지,정보제공형,어두움,7,24,0,223989,8479,3.79,12145,1148,2204722,357,3.7,B
2025-01-31,캠페인_H,Naver,이미지,유머형,파스텔,6,15,0,128294,5901,4.6,6974,685,1887936,700,7.7,C
2025-01-31,캠페인_S,Facebook,동영상,감성소구형,비비드,8,211,28,107082,748,0.7,6062,455,2135337,43,7.1,C
2025-01-31,캠페인_E,TikTok,카드뉴스,정보제공형,파스텔,19,102,0,15082,746,4.95,672,80,948333,17,5.6,B
2025-01-31,캠페인_O,Naver,릴스,긴급성강조형,밝음,3,273,49,152304,4044,2.66,10501,676,3708543,349,9.1,A
2025-02-01,캠페인_N,Instagram,동영상,정보제공형,밝음,17,134,33,32990,1125,3.41,1127,94,3983350,21,1.8,A
2025-02-01,캠페인_L,Naver,이미지,정보제공형,어두움,8,188,0,7129,315,4.42,131,8,3638841,36,6.3,B
2025-02-02,캠페인_G,Facebook,동영상,정보제공형,어두움,4,179,9,51140,1623,3.17,2052,171,2853905,28,2.6,B
2025-02-02,캠페인_B,Facebook,릴스,긴급성강조형,비비드,18,154,62,98158,1302,1.33,1489,185,3774349,103,6.6,B
2025-02-03,캠페인_C,YouTube,스토리,감성소구형,파스텔,4,284,0,158737,12560,7.91,9669,892,668727,450,3.3,A
2025-02-03,캠페인_H,Facebook,스토리,감성소구형,어두움,16,168,0,25695,695,2.7,565,34,1242130,80,3.2,B
2025-02-03,캠페인_F,Instagram,배너,유머형,비비드,8,65,0,38214,543,1.42,2620,103,3296086,27,6.4,B
2025-02-03,캠페인_F,TikTok,카드뉴스,정보제공형,파스텔,19,157,0,194620,4298,2.21,2622,118,2614629,282,6.7,A
2025-02-03,캠페인_M,Instagram,동영상,긴급성강조형,파스텔,6,187,85,60586,2755,4.55,3558,175,2678138,296,1.7,B
2025-02-03,캠페인_G,YouTube,스토리,유머형,밝음,5,257,0,42869,1432,3.34,2587,78,3711115,163,4.5,A
2025-02-04,캠페인_L,KakaoTalk,이미지,정보제공형,파스텔,16,91,0,159509,12596,7.9,5769,618,1653977,859,1.6,A
2025-02-04,캠페인_L,TikTok,이미지,유머형,어두움,8,289,0,90531,4902,5.41,1799,142,346511,573,3.9,B
2025-02-04,캠페인_S,Instagram,릴스,긴급성강조형,밝음,2,189,61,204319,1328,0.65,8189,740,3386480,16,6.1,B
2025-02-05,캠페인_P,TikTok,배너,긴급성강조형,모노톤,4,122,0,219066,7616,3.48,8266,772,2947365,763,2.9,B
2025-02-05,캠페인_G,Naver,이미지,혜택강조형,밝음,10,205,0,131925,1197,0.91,7622,554,1880593,134,7.1,A
2025-02-06,캠페인_B,KakaoTalk,이미지,혜택강조형,비비드,9,25,0,114109,7657,6.71,6159,253,3215515,142,1.4,C
2025-02-06,캠페인_K,TikTok,배너,혜택강조형,밝음,15,121,0,213430,10121,4.74,4400,287,3472066,524,9.8,A
2025-02-06,캠페인_S,Naver,스토리,정보제공형,비비드,7,78,0,179823,9739,5.42,7895,312,851384,375,7.0,A
2025-02-06,캠페인_O,Instagram,이미지,감성소구형,비비드,9,197,0,201457,16009,7.95,1827,54,3506536,733,5.1,B
2025-02-06,캠페인_J,Naver,배너,감성소구형,밝음,0,38,0,59017,918,1.56,1327,153,562387,58,9.7,C
2025-02-07,캠페인_P,Naver,릴스,긴급성강조형,밝음,15,298,54,141025,9028,6.4,7716,809,982913,190,2.9,A
2025-02-07,캠페인_H,Naver,이미지,정보제공형,모노톤,11,23,0,98398,6091,6.19,6886,185,2873651,492,5.7,B
2025-02-07,캠페인_F,KakaoTalk,카드뉴스,감성소구형,모노톤,0,172,0,90750,1817,2.0,2857,73,3060502,137,7.5,A
2025-02-07,캠페인_F,YouTube,릴스,정보제공형,밝음,8,177,17,148375,6272,4.23,3332,230,356403,692,4.3,B
2025-02-08,캠페인_S,Naver,릴스,정보제공형,모노톤,4,110,44,64938,3118,4.8,1776,97,2478173,222,3.2,C
2025-02-09,캠페인_P,Facebook,동영상,정보제공형,어두움,15,278,15,162910,9132,5.61,2045,243,906578,455,6.5,B
2025-02-09,캠페인_D,TikTok,릴스,정보제공형,파스텔,9,193,67,51598,3984,7.72,1133,90,2419833,372,8.5,C
2025-02-10,캠페인_Q,Instagram,스토리,혜택강조형,밝음,10,255,0,85272,1692,1.98,1118,40,547869,155,5.3,A
2025-02-10,캠페인_C,KakaoTalk,카드뉴스,긴급성강조형,파스텔,18,289,0,119709,1554,1.3,6391,258,2161343,98,5.0,C
2025-02-11,캠페인_E,Facebook,동영상,정보제공형,밝음,12,93,59,110250,5950,5.4,5072,494,3116331,256,8.8,C
2025-02-11,캠페인_O,Instagram,카드뉴스,긴급성강조형,모노톤,6,107,0,124590,8503,6.82,1350,156,244541,318,5.4,B
2025-02-11,캠페인_M,Instagram,이미지,긴급성강조형,모노톤,8,76,0,248963,8975,3.6,13551,977,3706576,1053,7.9,A
2025-02-11,캠페인_P,Naver,카드뉴스,유머형,어두움,12,42,0,161066,10105,6.27,4804,549,1379468,980,5.7,A
2025-02-11,캠페인_J,TikTok,릴스,감성소구형,어두움,14,174,42,245674,15295,6.23,5354,383,1281499,1110,1.0,C
2025-02-11,캠페인_K,Naver,릴스,정보제공형,밝음,10,233,51,142493,1355,0.95,6285,293,876262,114,2.5,C
2025-02-12,캠페인_R,Naver,릴스,정보제공형,파스텔,6,102,86,234027,10156,4.34,8948,448,3719234,189,1.7,B
2025-02-13,캠페인_I,Instagram,동영상,정보제공형,비비드,6,296,43,183010,11561,6.32,5251,243,400618,772,3.6,C
2025-02-13,캠페인_E,Naver,릴스,유머형,파스텔,3,10,16,119475,2403,2.01,1481,185,2666065,267,4.6,B
2025-02-13,캠페인_J,Facebook,카드뉴스,긴급성강조형,밝음,8,36,0,75673,5937,7.85,4450,385,3125259,123,8.5,A
2025-02-13,캠페인_T,YouTube,릴스,유머형,어두움,7,157,85,161021,10396,6.46,9125,267,1164656,809,9.4,C
2025-02-14,캠페인_T,TikTok,릴스,감성소구형,밝음,15,109,52,94726,515,0.54,5731,688,1003973,5,5.3,A
2025-02-15,캠페인_S,Facebook,카드뉴스,정보제공형,비비드,2,236,0,16908,462,2.73,1079,81,2169593,8,5.1,C
2025-02-16,캠페인_D,KakaoTalk,이미지,감성소구형,밝음,9,251,0,156530,11738,7.5,7346,594,1772796,1365,3.3,A
2025-02-16,캠페인_I,Naver,카드뉴스,긴급성강조형,파스텔,5,152,0,233051,12134,5.21,12038,829,2722128,186,1.5,C
2025-02-16,캠페인_N,Instagram,이미지,감성소구형,어두움,16,110,0,18836,1260,6.69,970,82,2365987,93,2.4,B
2025-02-17,캠페인_P,Instagram,배너,유머형,모노톤,15,243,0,116511,926,0.79,4754,343,1020514,84,9.7,A
2025-02-18,캠페인_H,YouTube,배너,감성소구형,파스텔,4,186,0,29551,1687,5.71,727,94,456674,70,4.0,A
2025-02-18,캠페인_N,YouTube,스토리,감성소구형,파스텔,9,19,0,154711,9639,6.23,2219,59,3131408,954,6.8,C
2025-02-18,캠페인_C,Facebook,카드뉴스,정보제공형,밝음,0,118,0,89206,6791,7.61,890,61,147103,392,4.8,A
2025-02-18,캠페인_J,Naver,카드뉴스,유머형,어두움,18,222,0,179959,3742,2.08,7015,667,2845946,256,9.6,A
2025-02-19,캠페인_H,Instagram,이미지,긴급성강조형,모노톤,0,126,0,99577,2541,2.55,4440,89,3907482,112,4.0,A
2025-02-20,캠페인_O,YouTube,배너,정보제공형,모노톤,19,298,0,172643,9543,5.53,8736,897,1972538,478,7.2,A
2025-02-21,캠페인_R,Instagram,동영상,긴급성강조형,밝음,2,258,44,45837,627,1.37,1717,159,472919,12,6.1,C
2025-02-21,캠페인_S,TikTok,배너,혜택강조형,파스텔,7,166,0,204179,1024,0.5,1934,114,2252962,92,8.3,A
2025-02-21,캠페인_S,Instagram,릴스,혜택강조형,파스텔,14,36,61,149457,1622,1.09,7057,812,176802,66,1.5,A
2025-02-21,캠페인_Q,KakaoTalk,이미지,감성소구형,모노톤,5,31,0,175906,13317,7.57,2192,183,1732814,1454,1.5,A
2025-02-22,캠페인_Q,Facebook,배너,긴급성강조형,비비드,18,193,0,16567,1028,6.21,679,45,288218,18,3.9,B
2025-02-22,캠페인_M,KakaoTalk,동영상,혜택강조형,밝음,15,150,86,207530,11269,5.43,2432,143,1327788,1246,1.9,A
2025-02-22,캠페인_M,YouTube,스토리,감성소구형,밝음,3,103,0,192127,10500,5.47,2580,155,1117030,633,2.1,B
2025-02-23,캠페인_M,Naver,스토리,정보제공형,비비드,17,154,0,231776,7026,3.03,4336,413,1848058,534,6.7,A
2025-02-24,캠페인_H,TikTok,카드뉴스,긴급성강조형,모노톤,4,223,0,86238,1252,1.45,5760,131,3573231,19,3.0,A
2025-02-25,캠페인_I,TikTok,스토리,유머형,파스텔,18,275,0,219861,17434,7.93,4951,473,3970350,1911,2.5,C
2025-02-25,캠페인_M,Facebook,릴스,유머형,모노톤,18,241,56,177340,6221,3.51,12159,622,3378446,569,4.8,A
2025-02-25,캠페인_F,Facebook,카드뉴스,유머형,모노톤,10,66,0,97863,3329,3.4,2624,139,3328827,212,9.4,A
2025-02-25,캠페인_C,YouTube,스토리,감성소구형,파스텔,17,161,0,65919,799,1.21,1817,106,3522424,40,8.7,B
2025-02-25,캠페인_I,KakaoTalk,이미지,유머형,밝음,0,117,0,226091,14482,6.41,10782,1341,1824692,1286,7.5,B
2025-02-25,캠페인_S,Instagram,이미지,유머형,비비드,12,233,0,26399,2032,7.7,1321,167,1601678,236,2.7,A
2025-02-26,캠페인_T,Instagram,동영상,유머형,어두움,15,34,82,52074,2512,4.82,3530,91,1970118,94,9.8,A
2025-02-26,캠페인_J,YouTube,카드뉴스,긴급성강조형,밝음,12,266,0,76246,3537,4.64,3971,477,1761990,212,5.2,B
2025-02-27,캠페인_C,TikTok,스토리,유머형,파스텔,6,273,0,160141,7421,4.63,9855,798,3443161,121,8.4,B
2025-02-27,캠페인_S,Facebook,동영상,긴급성강조형,밝음,9,56,46,64333,1387,2.16,1508,176,1138583,164,4.5,B
2025-02-27,캠페인_C,KakaoTalk,이미지,긴급성강조형,어두움,18,59,0,53963,1958,3.63,911,113,3356724,214,5.8,A
2025-03-02,캠페인_F,Instagram,배너,감성소구형,모노톤,4,296,0,188853,12153,6.44,6568,515,3749530,604,3.5,B
2025-03-02,캠페인_D,KakaoTalk,릴스,긴급성강조형,밝음,11,196,40,110755,6172,5.57,5570,612,322445,316,4.1,C
2025-03-02,캠페인_K,TikTok,릴스,유머형,파스텔,2,163,36,68233,3594,5.27,1568,139,2839576,281,8.3,B
2025-03-02,캠페인_D,KakaoTalk,동영상,긴급성강조형,어두움,17,23,86,52279,1872,3.58,2509,103,3640464,59,3.1,C
2025-03-02,캠페인_R,Naver,카드뉴스,혜택강조형,모노톤,4,109,0,183452,2847,1.55,3946,398,1813917,245,8.6,C
2025-03-03,캠페인_G,TikTok,스토리,감성소구형,파스텔,11,220,0,201810,6552,3.25,8625,903,3393583,373,7.5,B
2025-03-03,캠페인_I,Facebook,카드뉴스,혜택강조형,모노톤,15,48,0,216712,1862,0.86,7972,605,2796730,20,4.0,B
2025-03-03,캠페인_I,KakaoTalk,배너,유머형,밝음,7,167,0,30640,1892,6.17,255,17,3771919,157,9.8,B
2025-03-03,캠페인_T,YouTube,카드뉴스,정보제공형,비비드,0,97,0,103944,4415,4.25,6895,820,3799196,522,8.1,C
2025-03-04,캠페인_M,Naver,배너,정보제공형,모노톤,16,202,0,129837,3951,3.04,1001,82,251661,389,1.6,B
2025-03-04,캠페인_T,Facebook,배너,혜택강조형,모노톤,19,47,0,116364,6011,5.17,7146,685,2732050,70,1.6,A
2025-03-05,캠페인_K,Instagram,배너,감성소구형,밝음,17,196,0,183296,13559,7.4,5278,536,508707,647,6.3,B
2025-03-05,캠페인_H,YouTube,배너,유머형,비비드,14,222,0,68408,2934,4.29,4540,212,3846390,100,6.3,B
2025-03-06,캠페인_E,TikTok,스토리,정보제공형,파스텔,14,10,0,232588,8303,3.57,15836,1263,248835,987,4.5,C
2025-03-06,캠페인_Q,Facebook,스토리,혜택강조형,밝음,16,43,0,149919,4500,3.0,8292,362,3990169,86,9.2,A
2025-03-06,캠페인_H,Facebook,이미지,혜택강조형,모노톤,0,298,0,103107,3938,3.82,5179,622,3079380,90,8.0,C
2025-03-06,캠페인_E,KakaoTalk,이미지,혜택강조형,모노톤,11,116,0,166328,3443,2.07,9132,844,3474374,145,2.2,A
2025-03-07,캠페인_B,Naver,동영상,유머형,파스텔,8,138,22,117144,6374,5.44,4084,391,2693631,712,9.9,C
2025-03-08,캠페인_G,TikTok,이미지,정보제공형,어두움,17,100,0,196796,10135,5.15,6136,277,3977942,1033,1.2,B
2025-03-09,캠페인_K,TikTok,동영상,혜택강조형,모노톤,18,154,47,45717,1743,3.81,1129,140,2550469,114,7.4,A
2025-03-09,캠페인_P,YouTube,스토리,혜택강조형,어두움,10,259,0,5413,72,1.33,57,1,2345155,1,2.1,B
2025-03-09,캠페인_P,Naver,배너,긴급성강조형,모노톤,13,83,0,68148,2014,2.96,2917,277,1254302,81,2.0,A
2025-03-10,캠페인_B,Facebook,카드뉴스,감성소구형,어두움,11,187,0,116678,7459,6.39,4572,94,3159296,83,2.4,A
2025-03-10,캠페인_I,Facebook,릴스,긴급성강조형,비비드,10,61,79,73981,1080,1.46,590,21,121667,71,4.4,C
2025-03-10,캠페인_A,YouTube,배너,혜택강조형,밝음,13,41,0,112383,3104,2.76,2338,244,2422995,227,1.9,B
2025-03-12,캠페인_P,KakaoTalk,카드뉴스,혜택강조형,밝음,18,194,0,69165,3500,5.06,4338,468,1709053,167,6.6,B
2025-03-13,캠페인_T,Naver,스토리,유머형,밝음,13,252,0,244055,17021,6.97,16511,1175,494836,1286,2.6,A
2025-03-13,캠페인_K,Naver,동영상,정보제공형,파스텔,13,30,29,88694,3154,3.56,449,26,1790590,348,4.5,B
2025-03-13,캠페인_T,KakaoTalk,스토리,혜택강조형,비비드,1,32,0,221308,12252,5.54,7293,718,3798809,1319,6.1,B
2025-03-13,캠페인_L,TikTok,카드뉴스,유머형,어두움,12,211,0,173874,11413,6.56,3602,186,2163321,696,5.1,B
2025-03-14,캠페인_N,Naver,이미지,긴급성강조형,어두움,3,258,0,850,31,3.65,54,1,394504,2,4.4,B
2025-03-14,캠페인_R,TikTok,카드뉴스,정보제공형,밝음,18,251,0,95039,5580,5.87,3410,104,633345,265,2.9,A
2025-03-14,캠페인_T,Instagram,동영상,감성소구형,파스텔,12,210,38,60869,2697,4.43,3588,282,3653983,172,7.1,A
2025-03-15,캠페인_N,Facebook,릴스,정보제공형,파스텔,2,33,11,140087,10484,7.48,9451,253,2492093,1248,5.0,A
2025-03-15,캠페인_N,Naver,카드뉴스,정보제공형,파스텔,16,185,0,142169,10500,7.39,7657,256,3303001,1182,6.7,C
2025-03-15,캠페인_Q,YouTube,스토리,감성소구형,밝음,17,180,0,33803,1476,4.37,226,22,1300993,133,6.2,B
2025-03-15,캠페인_A,KakaoTalk,동영상,긴급성강조형,모노톤,11,289,29,131514,8130,6.18,1556,70,3824167,448,4.5,C
2025-03-16,캠페인_G,TikTok,스토리,긴급성강조형,어두움,6,262,0,97592,3472,3.56,5262,457,3697621,305,6.1,A
2025-03-16,캠페인_T,KakaoTalk,카드뉴스,혜택강조형,밝음,1,30,0,177027,4477,2.53,11152,1181,3019663,510,5.5,A
2025-03-16,캠페인_J,Instagram,배너,혜택강조형,어두움,19,251,0,170184,6415,3.77,10291,1126,1630340,570,9.0,A
2025-03-16,캠페인_N,YouTube,스토리,감성소구형,파스텔,13,224,0,153482,7564,4.93,5692,268,3870652,465,8.1,A
2025-03-16,캠페인_P,YouTube,이미지,유머형,모노톤,5,53,0,245610,16313,6.64,6477,789,3031196,1688,5.7,B
2025-03-16,캠페인_S,Naver,스토리,유머형,파스텔,8,271,0,28210,2129,7.55,207,20,2983986,159,1.4,A
2025-03-17,캠페인_Q,KakaoTalk,카드뉴스,유머형,파스텔,0,253,0,109573,6276,5.73,2560,115,1167800,694,1.8,A
2025-03-17,캠페인_B,Instagram,릴스,혜택강조형,파스텔,1,270,24,243400,1837,0.75,16308,1212,1939168,148,5.2,A
2025-03-18,캠페인_N,Naver,카드뉴스,유머형,어두움,16,137,0,225297,17681,7.85,4418,403,2575368,386,7.9,A
2025-03-18,캠페인_F,TikTok,릴스,혜택강조형,모노톤,7,55,48,184678,12867,6.97,2982,201,2829801,1044,5.4,B
2025-03-18,캠페인_J,KakaoTalk,스토리,유머형,밝음,14,233,0,183069,6066,3.31,4755,540,1451968,702,2.7,B
2025-03-18,캠페인_R,Naver,배너,정보제공형,파스텔,4,126,0,133668,6183,4.63,2207,217,2774744,147,9.6,B
2025-03-19,캠페인_I,Facebook,카드뉴스,혜택강조형,밝음,2,254,0,215056,6756,3.14,5591,441,1898218,725,8.1,C
2025-03-19,캠페인_P,YouTube,동영상,유머형,모노톤,12,112,43,29947,195,0.65,249,17,1648905,5,8.4,C
2025-03-19,캠페인_R,TikTok,이미지,혜택강조형,비비드,19,269,0,33121,555,1.68,2116,156,3225963,46,9.1,B
2025-03-19,캠페인_M,KakaoTalk,스토리,감성소구형,비비드,13,123,0,210128,4791,2.28,4249,439,3784033,302,6.0,A
2025-03-19,캠페인_A,Naver,이미지,유머형,비비드,7,108,0,30080,265,0.88,1534,112,3275223,26,2.1,B
2025-03-20,캠페인_K,KakaoTalk,스토리,감성소구형,파스텔,19,262,0,158480,11601,7.32,2047,85,3397549,1389,2.5,C
