날짜,플랫폼,캠페인명,광고목표,광고형식,업종,지역,연령대,성별,광고비(원),노출수,도달수,클릭수,CTR(%),CPC(원),CPM(원),전환수,전환가치(원),ROAS(%),좋아요,댓글,공유,저장
2024-09-29,Instagram,캠페인_T,전환,스토리,패션/의류,제주,35-44,남성,340951,378448,285935,10644,2.81,32,901,573,25026921,7340.3,21142,2601,1348,3004
2024-09-29,Facebook,캠페인_F,트래픽,카드뉴스,식품/음료,경기,55+,남성,2637625,2663089,2501258,82768,3.11,32,990,5089,63948374,2424.5,47984,3486,1832,5760
2024-09-30,Naver,캠페인_C,리드수집,배너,교육,인천,35-44,여성,325491,401849,287942,9713,2.42,34,810,537,22284963,6846.6,11051,1087,761,2054
2024-09-30,KakaoTalk,캠페인_Q,리드수집,이미지,여행,인천,35-44,여성,3853805,5816192,4181109,118186,2.03,33,663,7933,1145160282,29715.1,183658,9277,16013,15003
2024-09-30,Instagram,캠페인_M,리드수집,카드뉴스,여행,서울,18-24,전체,1597379,1644384,1207527,41211,2.51,39,971,1104,107750400,6745.4,20227,2913,1975,2338
2024-09-30,Instagram,캠페인_L,트래픽,스토리,금융,서울,55+,전체,4086925,3857447,2469165,76787,1.99,53,1059,3352,149244448,3651.8,131865,4213,8718,24956
2024-09-30,Naver,캠페인_E,트래픽,스토리,뷰티/화장품,제주,25-34,남성,2793451,4563887,4174281,47483,1.04,59,612,1399,109085626,3905.0,262902,28730,9004,45205
2024-09-30,KakaoTalk,캠페인_N,리드수집,동영상,교육,대구,25-34,전체,3800354,2714522,1825553,87959,3.24,43,1400,2205,317215710,8347.0,82389,6104,4753,4286
2024-10-01,KakaoTalk,캠페인_D,인지도,동영상,교육,부산,35-44,남성,2653179,3517207,3235334,48764,1.39,54,754,1246,37042334,1396.1,92130,7106,8275,14900
2024-10-01,Facebook,캠페인_O,동영상조회,배너,전자기기,서울,18-24,전체,3662869,3901289,2886749,114103,2.92,32,939,1833,222834144,6083.6,95320,6185,2593,18665
2024-10-01,Facebook,캠페인_M,트래픽,카드뉴스,뷰티/화장품,제주,25-34,여성,2160263,1669288,1217648,25159,1.51,86,1294,1125,38703375,1791.6,50298,4038,4460,7938
2024-10-01,YouTube,캠페인_J,동영상조회,릴스,여행,제주,45-54,여성,1077635,1017197,751448,5303,0.52,203,1059,55,891550,82.7,33897,2496,2919,3816
2024-10-01,TikTok,캠페인_D,전환,릴스,교육,인천,18-24,전체,1652418,1428800,1107932,41766,2.92,40,1157,1367,99516233,6022.5,78040,3157,6087,4871
2024-10-01,Facebook,캠페인_R,동영상조회,이미지,금융,부산,18-24,여성,1225836,702113,474900,13902,1.98,88,1746,618,59042484,4816.5,19218,1241,667,2853
2024-10-01,YouTube,캠페인_E,트래픽,동영상,여행,대구,35-44,전체,3886779,3985124,3761133,20717,0.52,188,975,264,12221088,314.4,228412,28722,12726,44752
2024-10-01,Facebook,캠페인_I,전환,동영상,금융,대구,18-24,전체,4931601,2921531,2581983,56810,1.94,87,1688,1136,131747600,2671.5,90075,6302,4454,17366
2024-10-02,YouTube,캠페인_I,인지도,배너,여행,대전,25-34,남성,3360312,5058865,4012025,41094,0.81,82,664,875,113884750,3389.1,236865,22682,19772,25368
2024-10-02,TikTok,캠페인_E,리드수집,이미지,식품/음료,광주,18-24,여성,1334584,1912875,1656509,96252,5.03,14,698,2682,280714212,21033.8,88907,12045,2494,15891
2024-10-02,Naver,캠페인_P,동영상조회,동영상,식품/음료,대전,18-24,여성,1947483,2957984,2425155,35562,1.2,55,658,671,42659496,2190.5,36075,4497,1679,4342
2024-10-02,YouTube,캠페인_C,전환,이미지,금융,제주,45-54,여성,3948207,3750957,2971233,58674,1.56,67,1053,910,7905170,200.2,184520,19953,6588,23519
2024-10-02,KakaoTalk,캠페인_R,전환,카드뉴스,패션/의류,대구,18-24,전체,3639942,3456918,2586743,43765,1.27,83,1053,2521,179152344,4921.8,115338,6040,9141,11285
2024-10-03,Facebook,캠페인_S,리드수집,릴스,전자기기,인천,55+,전체,197972,283837,180322,7639,2.69,26,697,106,4281234,2162.5,14318,445,962,1961
2024-10-03,Naver,캠페인_D,트래픽,배너,게임,인천,35-44,전체,1499887,1339947,1142492,33032,2.47,45,1119,727,108191413,7213.3,11729,1357,302,791
2024-10-03,Facebook,캠페인_G,앱설치,릴스,전자기기,부산,35-44,여성,244437,160604,115127,3847,2.4,64,1522,173,10804542,4420.2,7366,558,653,1467
2024-10-03,YouTube,캠페인_B,앱설치,릴스,식품/음료,광주,18-24,전체,77108,83930,66624,704,0.84,110,919,3,129708,168.2,2808,104,175,182
2024-10-03,Naver,캠페인_M,동영상조회,동영상,게임,대구,35-44,전체,1022531,1948674,1422979,35518,1.82,29,525,2130,275730630,26965.5,74531,4878,3768,7358
2024-10-04,TikTok,캠페인_F,앱설치,동영상,게임,대구,55+,남성,4704895,9016934,7867900,354697,3.93,13,522,11896,189848264,4035.1,179057,21075,13002,26623
2024-10-04,Naver,캠페인_D,트래픽,릴스,전자기기,인천,18-24,남성,3315830,2165801,1911427,27230,1.26,122,1531,537,46402170,1399.4,44800,4281,2746,5337
2024-10-04,TikTok,캠페인_D,동영상조회,이미지,뷰티/화장품,인천,55+,여성,2844947,3948529,3504195,215400,5.46,13,721,2609,239516636,8419.0,222932,33138,11413,37050
2024-10-04,KakaoTalk,캠페인_M,인지도,카드뉴스,전자기기,대전,35-44,여성,1887925,2957001,2047133,100136,3.39,19,638,5497,80668475,4272.9,90958,9530,3040,10013
2024-10-04,Naver,캠페인_H,앱설치,이미지,여행,인천,35-44,여성,2619129,4207618,3627115,52484,1.25,50,622,1611,48115737,1837.1,226442,11783,13695,42418
2024-10-05,Facebook,캠페인_J,리드수집,릴스,게임,대구,45-54,여성,1704791,2500828,1615336,63507,2.54,27,682,1876,178088680,10446.4,79022,4063,2158,9114
2024-10-05,TikTok,캠페인_D,앱설치,동영상,여행,대구,45-54,여성,4530957,8676110,8115782,433142,4.99,10,522,7304,646002280,14257.5,522700,73678,40013,72737
2024-10-05,Facebook,캠페인_A,전환,카드뉴스,식품/음료,대구,45-54,남성,2151762,3702277,2984664,82236,2.22,26,581,5084,390537628,18149.7,128707,17429,7437,11174
2024-10-05,Naver,캠페인_G,리드수집,동영상,교육,경기,25-34,여성,3893631,2865011,1912360,46499,1.62,84,1359,3058,89296658,2293.4,98318,8132,9412,6431
2024-10-05,TikTok,캠페인_M,전환,배너,식품/음료,경기,18-24,남성,2114986,4145975,3669564,115440,2.78,18,510,3615,322132650,15231.0,140349,6071,12687,16892
2024-10-05,Instagram,캠페인_O,인지도,릴스,교육,부산,55+,여성,2327445,2160100,1431291,36858,1.71,63,1077,1622,74094582,3183.5,99521,12749,9827,18204
2024-10-06,Facebook,캠페인_G,트래픽,카드뉴스,여행,서울,45-54,전체,4788270,3009426,2447892,30969,1.03,155,1591,1450,59779150,1248.4,177578,23401,16315,11863
2024-10-06,YouTube,캠페인_N,전환,카드뉴스,게임,서울,45-54,여성,1813698,1658974,1379127,14794,0.89,123,1093,154,13811336,761.5,83325,4426,7228,11806
2024-10-06,TikTok,캠페인_D,인지도,동영상,뷰티/화장품,대전,35-44,여성,432885,394637,347287,18097,4.59,24,1097,238,24704876,5707.0,12754,858,567,1805
2024-10-06,Instagram,캠페인_R,전환,릴스,여행,대전,45-54,여성,2772887,1619271,1042574,25637,1.58,108,1712,866,55285440,1993.8,46331,6695,1586,7392
2024-10-06,KakaoTalk,캠페인_D,인지도,동영상,교육,대전,25-34,남성,2723448,3447677,2331208,71856,2.08,38,790,4890,393674340,14455.0,186479,13791,18173,17635
2024-10-06,YouTube,캠페인_K,동영상조회,동영상,교육,대전,25-34,남성,1824514,1644708,1060836,20449,1.24,89,1109,281,32924489,1804.6,35299,4694,889,5631
2024-10-06,YouTube,캠페인_N,전환,릴스,패션/의류,인천,35-44,전체,2242285,3063972,1864392,48444,1.58,46,732,375,52631625,2347.2,41115,5427,1966,5222
2024-10-06,TikTok,캠페인_T,리드수집,동영상,패션/의류,경기,25-34,여성,171720,309547,276916,7322,2.37,23,555,80,6095120,3549.5,4470,356,415,742
2024-10-06,YouTube,캠페인_Q,앱설치,배너,여행,서울,18-24,여성,4460719,4234753,3440769,41351,0.98,108,1053,733,63641259,1426.7,48430,5960,3970,3792
2024-10-06,Instagram,캠페인_D,인지도,배너,게임,대전,55+,남성,3717309,2555908,2138525,99788,3.9,37,1454,3487,306221366,8237.7,98030,7606,2915,15302
2024-10-07,YouTube,캠페인_I,트래픽,릴스,금융,제주,25-34,남성,2310259,3599456,2348658,28555,0.79,81,642,288,29362464,1271.0,129502,8981,12887,13161
2024-10-07,KakaoTalk,캠페인_B,동영상조회,스토리,식품/음료,서울,35-44,남성,3142182,3705131,2677818,124590,3.36,25,848,4064,137322560,4370.3,203585,11472,4083,40282
2024-10-07,Instagram,캠페인_P,동영상조회,이미지,식품/음료,부산,18-24,여성,2047944,2290428,1785904,35425,1.55,58,894,1359,89416764,4366.2,51421,6933,2379,9279
2024-10-07,KakaoTalk,캠페인_L,인지도,동영상,식품/음료,대구,18-24,여성,135240,227391,160465,6067,2.67,22,595,407,45213630,33432.1,3589,484,157,189
2024-10-07,KakaoTalk,캠페인_I,동영상조회,스토리,뷰티/화장품,광주,55+,남성,90856,93126,67440,2475,2.66,37,976,115,3132945,3448.3,684,64,48,85
2024-10-07,TikTok,캠페인_R,전환,릴스,뷰티/화장품,서울,35-44,전체,2510140,3522847,3012279,125092,3.55,20,713,4694,153216854,6103.9,88451,3547,2713,4527
2024-10-07,Naver,캠페인_M,앱설치,배너,패션/의류,제주,55+,남성,1332938,2345727,1954607,33651,1.43,40,568,2534,320538330,24047.5,83251,5100,7842,13808
2024-10-07,TikTok,캠페인_E,전환,릴스,금융,인천,18-24,전체,2696716,4465084,3207955,117119,2.62,23,604,1777,209367917,7763.8,104870,3458,3606,20878
2024-10-07,TikTok,캠페인_S,리드수집,동영상,여행,부산,45-54,남성,2681962,4245279,3582563,114849,2.71,23,632,3277,313510590,11689.6,240242,29676,13680,17963
2024-10-08,YouTube,캠페인_T,전환,카드뉴스,식품/음료,경기,45-54,전체,3927369,6964191,4472447,49380,0.71,80,564,1081,15439923,393.1,352042,44587,29603,52024
2024-10-08,TikTok,캠페인_A,트래픽,스토리,패션/의류,대구,18-24,여성,1336844,2514007,1914677,88847,3.53,15,532,1797,122744085,9181.6,110321,9010,6643,17013
2024-10-08,TikTok,캠페인_L,인지도,이미지,패션/의류,광주,25-34,여성,2049871,2562418,1688616,137371,5.36,15,800,2983,173282470,8453.3,31326,1579,1950,2914
2024-10-08,Instagram,캠페인_B,리드수집,배너,여행,서울,25-34,여성,2264156,3170529,2272683,71762,2.26,32,714,1885,33513415,1480.2,53656,6911,3192,7622
2024-10-09,Instagram,캠페인_M,전환,이미지,게임,경기,35-44,전체,4478097,5518224,3920859,98437,1.78,45,812,4561,388095490,8666.5,174383,13432,13655,10224
2024-10-09,TikTok,캠페인_P,인지도,릴스,패션/의류,대구,45-54,남성,4170313,5035960,3764048,176544,3.51,24,828,3595,197494920,4735.7,232112,30833,17815,43041
2024-10-09,KakaoTalk,캠페인_A,동영상조회,이미지,교육,인천,18-24,남성,1370937,2517466,1611000,50318,2.0,27,545,1854,16691562,1217.5,94158,3268,3431,12908
2024-10-09,YouTube,캠페인_H,트래픽,배너,금융,광주,55+,여성,770995,1038399,778563,9362,0.9,82,742,90,9021240,1170.1,13046,1663,973,788
2024-10-09,TikTok,캠페인_G,트래픽,카드뉴스,교육,제주,25-34,남성,2987432,1993162,1318554,45631,2.29,65,1499,504,58653504,1963.3,33294,4317,2071,2713
2024-10-09,TikTok,캠페인_R,인지도,동영상,금융,대구,25-34,남성,1029413,1379854,1203191,62731,4.55,16,746,921,10859511,1054.9,68031,9382,5637,3635
2024-10-09,KakaoTalk,캠페인_E,트래픽,카드뉴스,전자기기,제주,35-44,전체,1417762,940848,733474,19788,2.1,72,1507,945,56708505,3999.9,23331,2702,1418,2178
2024-10-09,Instagram,캠페인_N,리드수집,카드뉴스,여행,광주,35-44,전체,4414190,8289730,5276961,264465,3.19,17,532,11522,1514152108,34301.9,331761,36143,13665,31892
2024-10-09,KakaoTalk,캠페인_K,전환,배너,교육,광주,35-44,전체,1235749,738335,595598,26020,3.52,47,1674,1161,72735489,5885.9,30781,997,2462,5189
2024-10-09,Facebook,캠페인_D,앱설치,스토리,패션/의류,서울,45-54,남성,1887724,3305366,2208599,71057,2.15,27,571,2235,274710555,14552.5,73118,3395,5204,9828
2024-10-09,Instagram,캠페인_P,앱설치,스토리,여행,광주,35-44,여성,4569852,3944239,3470289,154332,3.91,30,1159,3471,309387585,6770.2,194102,5880,11501,24859
2024-10-09,Naver,캠페인_B,동영상조회,카드뉴스,금융,경기,45-54,여성,2015642,2470829,2110802,25986,1.05,78,816,610,86050870,4269.2,25190,3276,620,3151
2024-10-10,TikTok,캠페인_J,리드수집,릴스,전자기기,부산,18-24,여성,1762693,1382707,1112113,23991,1.74,73,1275,437,31733629,1800.3,87734,6684,1946,17200
2024-10-10,Instagram,캠페인_T,인지도,동영상,게임,서울,55+,전체,4123599,5266839,4967104,90910,1.73,45,783,3953,228495259,5541.2,183930,20021,15372,36403
2024-10-10,TikTok,캠페인_F,트래픽,이미지,금융,대구,18-24,남성,111581,61351,45129,3115,5.08,36,1819,53,6050003,5422.1,1620,107,66,171
2024-10-10,YouTube,캠페인_P,동영상조회,카드뉴스,전자기기,제주,18-24,전체,552381,470377,405317,5657,1.2,98,1174,40,5145640,931.5,18213,2000,534,2938
2024-10-10,Instagram,캠페인_H,인지도,배너,식품/음료,인천,18-24,전체,4817900,9316219,6095121,342828,3.68,14,517,8798,1126513516,23381.8,166521,21295,6706,26322
2024-10-11,TikTok,캠페인_A,전환,이미지,금융,광주,25-34,여성,2577234,1579515,1439849,65910,4.17,39,1632,982,27218094,1056.1,76109,10193,1546,15153
2024-10-11,YouTube,캠페인_O,앱설치,동영상,식품/음료,대전,25-34,여성,2311384,3448267,3238281,54146,1.57,43,670,416,23625056,1022.1,179890,25490,11572,17681
2024-10-11,TikTok,캠페인_Q,앱설치,스토리,여행,인천,55+,여성,4288664,5337490,3574485,280218,5.25,15,803,9478,1184114974,27610.3,278248,39362,9138,46812
2024-10-11,TikTok,캠페인_H,동영상조회,배너,금융,경기,35-44,여성,4536226,6835253,5736742,337959,4.94,13,664,8283,583222596,12857.0,135955,4333,4259,15141
2024-10-11,Instagram,캠페인_P,트래픽,이미지,전자기기,서울,45-54,여성,279425,372039,252637,5347,1.44,52,751,191,24475886,8759.4,3158,468,146,182
2024-10-11,KakaoTalk,캠페인_C,전환,릴스,전자기기,부산,18-24,여성,2562095,2569717,2243937,47043,1.83,54,997,725,17117975,668.1,136736,14957,11990,21485
2024-10-11,KakaoTalk,캠페인_S,리드수집,동영상,전자기기,광주,35-44,남성,4642667,5940680,3938768,73829,1.24,63,782,4256,436508128,9402.1,197587,7144,17566,10492
2024-10-11,Facebook,캠페인_B,전환,배너,게임,서울,45-54,전체,4780328,4042645,2558567,60698,1.5,79,1182,1786,234230328,4899.9,58049,3170,2406,7050
2024-10-11,Instagram,캠페인_I,트래픽,배너,게임,광주,55+,여성,761873,429742,305322,8965,2.09,85,1773,486,21702330,2848.5,7587,427,338,1284
2024-10-11,KakaoTalk,캠페인_B,동영상조회,릴스,교육,광주,18-24,남성,1522634,1557274,1338520,50273,3.23,30,978,1327,195767002,12857.1,76656,7672,3733,11280
2024-10-11,Instagram,캠페인_M,앱설치,배너,금융,제주,45-54,전체,3374672,2817934,2673021,75889,2.69,44,1198,1138,156589938,4640.2,147848,12725,9551,8302
2024-10-12,YouTube,캠페인_E,인지도,배너,교육,서울,35-44,남성,1839180,2837163,2362150,23848,0.84,77,648,488,49352416,2683.4,86821,4588,6053,12135
2024-10-12,Facebook,캠페인_S,전환,릴스,뷰티/화장품,광주,35-44,남성,924309,606975,430045,7353,1.21,126,1523,171,20788812,2249.1,18261,1417,1278,2718
2024-10-12,Instagram,캠페인_S,트래픽,릴스,금융,서울,18-24,남성,1592781,1302302,1079421,15006,1.15,106,1223,822,44863938,2816.7,22372,1586,1121,4321
2024-10-12,Instagram,캠페인_E,앱설치,배너,여행,경기,25-34,전체,4618767,7713284,5499215,191319,2.48,24,599,7282,667366172,14449.0,178005,24262,8381,32878
2024-10-12,Naver,캠페인_F,트래픽,이미지,뷰티/화장품,광주,55+,여성,76085,66125,59821,637,0.96,119,1151,36,3106440,4082.9,2336,229,153,273
2024-10-12,Facebook,캠페인_K,리드수집,배너,전자기기,대전,25-34,남성,2176550,2775782,1932164,43724,1.58,50,784,1575,180008325,8270.4,140420,14583,9308,22085
2024-10-13,Facebook,캠페인_L,동영상조회,동영상,식품/음료,대구,25-34,여성,733758,912596,834511,23560,2.58,31,804,814,74150516,10105.6,37537,4578,3078,3929
2024-10-13,Facebook,캠페인_P,트래픽,릴스,금융,광주,25-34,남성,2432699,2107102,1866016,36590,1.74,66,1155,658,15278102,628.0,88022,2886,2729,4444
2024-10-13,Instagram,캠페인_A,리드수집,릴스,게임,부산,35-44,남성,726765,484282,388716,11655,2.41,62,1501,190,25200840,3467.5,19855,2797,1478,3439
2024-10-13,Naver,캠페인_N,동영상조회,동영상,식품/음료,대전,45-54,남성,2105191,2282851,1890558,45544,2.0,46,922,1551,194151078,9222.5,98890,9995,7562,10077
2024-10-14,TikTok,캠페인_I,전환,배너,뷰티/화장품,제주,25-34,전체,77442,77685,55890,1304,1.68,59,997,18,2596230,3352.5,2547,381,171,354
2024-10-14,YouTube,캠페인_Q,전환,배너,교육,부산,45-54,여성,925272,1073439,959054,15610,1.45,59,862,286,11214632,1212.0,50496,6796,1229,8924
2024-10-14,Facebook,캠페인_N,앱설치,릴스,교육,경기,18-24,여성,1788235,2643098,1623790,78902,2.99,23,677,1882,213881772,11960.5,45275,6669,947,2603
2024-10-14,Instagram,캠페인_G,앱설치,이미지,교육,경기,25-34,전체,2417383,3116921,2530554,82878,2.66,29,776,2862,266280480,11015.2,192986,6845,13436,32280
2024-10-14,Naver,캠페인_H,리드수집,이미지,패션/의류,인천,45-54,남성,912612,1760535,1374157,34003,1.93,27,518,995,41615875,4560.1,47975,5409,2835,3152
2024-10-14,YouTube,캠페인_T,인지도,릴스,패션/의류,인천,25-34,남성,2779709,3450099,2648831,44352,1.29,63,806,710,36437200,1310.8,160813,5204,15354,31758
2024-10-14,TikTok,캠페인_K,인지도,이미지,식품/음료,대구,25-34,남성,289351,212142,162036,6516,3.07,44,1364,95,12013510,4151.9,12878,820,607,1196
2024-10-15,Instagram,캠페인_I,트래픽,이미지,뷰티/화장품,광주,18-24,전체,1084608,1916711,1381962,71186,3.71,15,566,1290,73767360,6801.3,101951,5270,8121,13428
2024-10-15,TikTok,캠페인_O,인지도,이미지,교육,제주,18-24,전체,667178,1204489,1005685,56579,4.7,12,554,1771,230187496,34501.7,70838,4585,4325,9368
2024-10-15,TikTok,캠페인_L,인지도,이미지,교육,경기,35-44,남성,2289332,2527033,2256854,99325,3.93,23,906,3544,97130408,4242.7,161823,12303,3381,26507
2024-10-15,Facebook,캠페인_K,인지도,릴스,여행,경기,18-24,전체,4452385,7824218,7376687,117904,1.51,38,569,2250,42304500,950.2,203540,9004,19190,21993
2024-10-15,KakaoTalk,캠페인_L,인지도,카드뉴스,전자기기,광주,45-54,여성,3590154,5268709,4592718,97750,1.86,37,681,4611,642874842,17906.6,147266,21165,14213,24105
2024-10-15,Facebook,캠페인_Q,동영상조회,릴스,게임,경기,55+,전체,1470932,1615843,1173113,43860,2.71,34,910,1045,101930345,6929.6,48560,6671,4005,3202
2024-10-15,Facebook,캠페인_E,앱설치,배너,전자기기,대구,55+,여성,1354138,800011,526902,19461,2.43,70,1693,779,60740967,4485.6,24046,3182,1126,1696
2024-10-16,Naver,캠페인_O,인지도,배너,뷰티/화장품,경기,18-24,남성,3303732,6103029,4513097,120603,1.98,27,541,3747,237331233,7183.7,61063,8888,5266,7977
2024-10-16,Instagram,캠페인_H,트래픽,카드뉴스,전자기기,부산,55+,남성,4426748,6832175,5968817,122739,1.8,36,648,4904,561596272,12686.4,131164,12374,10688,10598
2024-10-16,Instagram,캠페인_L,전환,배너,식품/음료,인천,55+,전체,4240316,3000606,1933092,52164,1.74,81,1413,1580,116763580,2753.7,150785,8642,6817,12926
2024-10-16,Facebook,캠페인_M,리드수집,배너,패션/의류,제주,25-34,여성,4824177,7833701,5959767,213394,2.72,23,616,10983,92663571,1920.8,65641,2238,3118,10550
2024-10-16,Instagram,캠페인_J,앱설치,스토리,식품/음료,인천,45-54,여성,3137766,3597349,2647586,49041,1.36,64,872,689,33116096,1055.4,92861,10320,7993,8495
2024-10-16,Naver,캠페인_E,앱설치,배너,금융,제주,35-44,전체,3225257,4539095,3358558,42432,0.93,76,711,1222,31932082,990.1,115656,11150,2431,8263
2024-10-16,TikTok,캠페인_R,트래픽,카드뉴스,패션/의류,인천,25-34,전체,2257735,1782591,1442613,39639,2.22,57,1267,1396,53653864,2376.4,47761,5927,2414,2825
2024-10-16,YouTube,캠페인_E,트래픽,동영상,뷰티/화장품,경기,25-34,여성,3698383,3578838,2921690,28111,0.79,132,1033,359,50021265,1352.5,173752,10637,12198,21770
2024-10-16,Facebook,캠페인_M,전환,배너,교육,인천,25-34,여성,2377776,1623766,1220065,39908,2.46,60,1464,2155,76002540,3196.4,17558,1765,668,2181
2024-10-17,Naver,캠페인_R,인지도,배너,게임,대구,55+,남성,3354855,2631030,1969857,55971,2.13,60,1275,2536,76260056,2273.1,112748,16012,3016,17017
2024-10-17,Naver,캠페인_K,트래픽,릴스,패션/의류,대전,45-54,남성,3099662,3927896,2895669,82144,2.09,38,789,5850,866408400,27951.7,231426,29199,21030,34179
2024-10-17,KakaoTalk,캠페인_P,인지도,릴스,금융,부산,25-34,전체,1700292,2125812,1857560,72543,3.41,23,800,1342,107358658,6314.1,115956,8842,3627,12339
2024-10-17,Facebook,캠페인_B,동영상조회,배너,뷰티/화장품,인천,18-24,남성,4469842,3416179,2321473,72249,2.11,62,1308,3429,390662541,8740.0,131424,19428,5863,20329
2024-10-17,Naver,캠페인_H,트래픽,동영상,패션/의류,대구,55+,남성,1941599,1997962,1390919,49105,2.46,40,972,3933,174440349,8984.4,36967,1482,3443,2253
2024-10-17,TikTok,캠페인_T,리드수집,카드뉴스,뷰티/화장품,대전,18-24,남성,4389364,6023108,5137125,162552,2.7,27,729,4414,97315458,2217.1,128288,5073,8343,7862
2024-10-18,Facebook,캠페인_C,인지도,이미지,여행,서울,55+,남성,1576754,1451090,1101474,28239,1.95,56,1087,1716,182666484,11585.0,26666,3855,2257,4961
2024-10-18,KakaoTalk,캠페인_N,전환,배너,교육,부산,35-44,전체,3456248,3845489,2776105,73438,1.91,47,899,1410,63332970,1832.4,209312,12724,20925,19010
2024-10-18,Facebook,캠페인_I,트래픽,이미지,게임,서울,35-44,남성,2291089,3652143,3066473,101330,2.77,23,627,1659,97394913,4251.0,207092,16695,15164,16353
2024-10-18,Facebook,캠페인_O,리드수집,릴스,뷰티/화장품,대구,18-24,여성,766969,389802,258779,6173,1.58,124,1968,377,49431863,6445.1,19796,1442,1068,3629
2024-10-18,Facebook,캠페인_C,인지도,이미지,뷰티/화장품,서울,45-54,여성,3377640,4932225,4209656,109076,2.21,31,685,1582,232658412,6888.2,253721,33222,15149,43983
2024-10-18,TikTok,캠페인_I,인지도,동영상,뷰티/화장품,서울,45-54,전체,551907,1060585,891613,39838,3.76,14,520,858,34841664,6313.0,44644,5280,3085,6530
2024-10-18,YouTube,캠페인_I,인지도,카드뉴스,게임,서울,55+,여성,4639922,7094004,6010532,39464,0.56,118,654,837,79376058,1710.7,75595,5972,2284,14946
2024-10-19,TikTok,캠페인_J,인지도,카드뉴스,뷰티/화장품,광주,18-24,남성,2163600,2903488,2652181,129815,4.47,17,745,2572,67723332,3130.1,75910,6705,6339,4309
2024-10-19,YouTube,캠페인_S,리드수집,동영상,게임,광주,18-24,전체,2731100,2839998,2403907,15137,0.53,180,962,249,8309877,304.3,125772,15017,5622,10123
2024-10-19,KakaoTalk,캠페인_L,전환,배너,식품/음료,제주,45-54,전체,504573,632470,403806,12084,1.91,42,798,763,48001093,9513.2,30004,2448,2679,1500
2024-10-19,Facebook,캠페인_H,리드수집,동영상,뷰티/화장품,제주,25-34,전체,753776,1357682,1237663,30563,2.25,25,555,1211,150666565,19988.2,44602,3319,4031,4983
2024-10-19,KakaoTalk,캠페인_S,인지도,스토리,금융,부산,45-54,남성,2839051,4372448,3909700,122612,2.8,23,649,6494,691429168,24354.2,232382,26918,6216,14180
2024-10-19,YouTube,캠페인_H,인지도,릴스,식품/음료,부산,55+,남성,3397114,6345186,5254694,47306,0.75,72,535,741,97133244,2859.3,253053,26136,14394,43961
2024-10-19,Facebook,캠페인_P,인지도,배너,게임,인천,18-24,여성,4262225,5236346,4124924,91268,1.74,47,814,3688,106184896,2491.3,225165,25834,15049,44685
2024-10-19,Instagram,캠페인_O,트래픽,동영상,금융,제주,18-24,남성,2079848,2557840,1582607,50119,1.96,41,813,992,110001888,5288.9,36113,2464,3140,4013
2024-10-19,KakaoTalk,캠페인_R,트래픽,이미지,패션/의류,광주,25-34,남성,3357395,4159751,3669601,128481,3.09,26,807,5525,560014000,16680.0,81893,4110,6214,15317
2024-10-20,Facebook,캠페인_I,인지도,배너,전자기기,서울,35-44,여성,938454,508015,330871,6490,1.28,145,1847,271,16784114,1788.5,25379,3497,1207,3093
2024-10-20,Facebook,캠페인_S,앱설치,동영상,교육,인천,45-54,여성,4041479,5915511,4442461,116978,1.98,35,683,3126,34689222,858.3,327515,26337,28815,50488
2024-10-20,Facebook,캠페인_I,앱설치,동영상,게임,서울,55+,여성,3711441,3757032,2414802,121541,3.24,31,988,3111,371786277,10017.3,145603,17533,12361,13538
2024-10-20,Naver,캠페인_F,전환,배너,패션/의류,경기,35-44,남성,2267435,2991492,2315671,79828,2.67,28,758,3138,19493256,859.7,178585,24393,14909,27277
2024-10-20,Naver,캠페인_C,동영상조회,릴스,식품/음료,경기,45-54,여성,2887715,1454637,1251274,34678,2.38,83,1985,1472,42567296,1474.1,18990,1661,1831,2641
2024-10-20,YouTube,캠페인_M,동영상조회,배너,패션/의류,서울,25-34,남성,3109893,4988302,3088863,35020,0.7,89,623,660,76629300,2464.0,225773,9584,18724,27266
2024-10-20,Naver,캠페인_M,전환,스토리,전자기기,제주,45-54,여성,246562,303541,236917,3588,1.18,69,812,97,13441581,5451.6,9405,933,756,1635
2024-10-20,YouTube,캠페인_E,인지도,배너,식품/음료,부산,25-34,전체,904018,1094316,864832,15979,1.46,57,826,334,44116390,4880.0,10223,533,646,2022
2024-10-20,Naver,캠페인_J,동영상조회,배너,전자기기,서울,55+,남성,476059,502415,411019,5591,1.11,85,948,104,4324320,908.4,14939,1288,905,2486
2024-10-20,TikTok,캠페인_L,트래픽,동영상,전자기기,광주,25-34,여성,457988,443314,269298,8729,1.97,52,1033,284,16566572,3617.3,11788,670,435,1193
2024-10-20,Instagram,캠페인_M,리드수집,스토리,금융,인천,45-54,전체,810682,1342593,1117400,41304,3.08,20,604,662,88255854,10886.6,87671,4658,3466,11557
2024-10-20,Instagram,캠페인_L,앱설치,카드뉴스,패션/의류,인천,55+,여성,3855476,3030350,2427693,103791,3.43,37,1272,1201,179687615,4660.6,38864,1893,3738,4644
2024-10-20,Facebook,캠페인_I,트래픽,카드뉴스,금융,제주,18-24,남성,2777705,3077435,2566285,82262,2.67,34,903,2923,257358458,9265.1,130530,16484,7361,8715
2024-10-20,KakaoTalk,캠페인_T,리드수집,동영상,게임,부산,18-24,여성,551434,282429,241775,8190,2.9,67,1952,291,26903241,4878.8,4398,226,117,298
