날짜,플랫폼,캠페인명,연령대,성별,지역,관심사,기기,신규여부,노출수,클릭수,전환수,광고비(원),체류시간(초),페이지뷰,이탈률(%)
2024-09-09,Instagram,캠페인_F,25-34,여성,광주,반려동물,모바일,재방문,36670,1522,47,838753,104,6178,39.9
2024-09-09,TikTok,캠페인_O,55+,여성,광주,운동/헬스,모바일,재방문,48475,515,58,424338,79,652,42.6
2024-09-09,Facebook,캠페인_O,18-24,여성,경기,패션,모바일,신규,7902,272,25,460307,16,718,32.4
2024-09-09,Naver,캠페인_S,25-34,여성,인천,게임,PC,재방문,37091,1756,88,499871,30,4264,84.7
2024-09-10,Instagram,캠페인_M,35-44,남성,부산,자동차,모바일,재방문,37713,1495,137,915367,113,4448,42.8
2024-09-10,TikTok,캠페인_M,35-44,여성,서울,여행,PC,재방문,10750,60,2,94812,77,97,27.4
2024-09-10,Naver,캠페인_N,45-54,남성,부산,육아,모바일,신규,9178,322,33,688209,138,990,79.7
2024-09-10,Facebook,캠페인_F,55+,남성,광주,자동차,PC,신규,11953,193,11,431086,76,365,36.7
2024-09-11,Instagram,캠페인_Q,25-34,남성,부산,음식,모바일,신규,20491,919,55,542195,197,3122,34.4
2024-09-11,KakaoTalk,캠페인_R,18-24,여성,제주,자동차,모바일,신규,20154,434,36,159568,234,1400,68.1
2024-09-11,Instagram,캠페인_G,45-54,남성,경기,운동/헬스,모바일,재방문,41383,1265,141,548443,217,4986,71.8
2024-09-11,Naver,캠페인_M,45-54,남성,대구,육아,태블릿,재방문,10927,131,13,403216,235,204,57.5
2024-09-13,TikTok,캠페인_R,25-34,남성,인천,반려동물,태블릿,신규,12190,543,56,489891,83,1462,73.5
2024-09-13,TikTok,캠페인_Q,35-44,남성,서울,뷰티,모바일,재방문,31303,368,33,530346,253,1308,31.3
2024-09-14,YouTube,캠페인_L,55+,남성,서울,게임,PC,신규,12224,316,31,304450,73,483,36.2
2024-09-14,YouTube,캠페인_M,18-24,남성,제주,게임,모바일,신규,20039,280,25,671511,21,786,58.4
2024-09-14,Instagram,캠페인_P,35-44,여성,서울,여행,모바일,재방문,37202,446,12,488995,216,1653,57.6
2024-09-15,Naver,캠페인_D,35-44,남성,부산,운동/헬스,PC,재방문,44052,692,31,679459,75,2690,52.6
2024-09-15,TikTok,캠페인_D,18-24,남성,부산,음식,PC,재방문,2550,30,0,950927,102,84,38.3
2024-09-16,Facebook,캠페인_T,55+,남성,인천,운동/헬스,모바일,신규,14829,826,47,534902,267,3611,44.6
2024-09-16,Naver,캠페인_J,35-44,여성,경기,음식,모바일,재방문,41733,2074,196,722122,294,6726,43.8
2024-09-16,TikTok,캠페인_H,35-44,남성,부산,반려동물,모바일,신규,40926,738,87,193666,51,754,29.2
2024-09-17,KakaoTalk,캠페인_I,45-54,여성,제주,여행,모바일,신규,3427,34,3,487075,60,44,67.4
2024-09-17,Naver,캠페인_F,18-24,남성,대전,자동차,모바일,재방문,34676,1058,26,222444,147,1094,30.3
2024-09-18,TikTok,캠페인_N,55+,여성,서울,여행,모바일,재방문,35364,1895,131,390278,116,5745,56.5
2024-09-18,YouTube,캠페인_Q,25-34,여성,제주,뷰티,모바일,재방문,31514,686,38,766794,232,2354,76.0
2024-09-18,KakaoTalk,캠페인_B,45-54,남성,대전,패션,모바일,재방문,22420,243,22,224077,113,1002,75.5
2024-09-18,Naver,캠페인_I,35-44,여성,제주,여행,PC,신규,29764,375,40,822081,48,1388,43.1
2024-09-19,Naver,캠페인_D,18-24,여성,부산,반려동물,모바일,신규,1414,81,5,675012,290,225,70.9
2024-09-19,KakaoTalk,캠페인_T,25-34,남성,광주,패션,PC,신규,10211,119,11,248508,221,523,31.1
2024-09-19,Instagram,캠페인_I,55+,남성,대전,게임,PC,재방문,45353,1349,74,95407,216,3767,39.3
2024-09-19,Naver,캠페인_T,35-44,남성,경기,반려동물,PC,재방문,8486,493,40,413246,168,1890,65.1
2024-09-19,Naver,캠페인_J,18-24,여성,서울,자동차,모바일,재방문,16137,699,13,765629,256,1881,39.0
2024-09-20,Facebook,캠페인_B,35-44,남성,경기,반려동물,PC,신규,9578,440,8,584412,34,1830,68.2
2024-09-20,YouTube,캠페인_D,35-44,남성,부산,재테크,태블릿,재방문,24442,880,73,740178,128,2113,35.4
2024-09-20,Instagram,캠페인_C,25-34,여성,서울,여행,모바일,신규,6134,199,23,227616,243,674,54.0
2024-09-20,Instagram,캠페인_S,45-54,남성,인천,게임,태블릿,재방문,26047,550,14,810326,233,1232,77.1
2024-09-20,TikTok,캠페인_O,45-54,남성,경기,자동차,모바일,재방문,3516,183,8,69048,63,450,50.2
2024-09-20,YouTube,캠페인_R,18-24,여성,대구,게임,모바일,신규,30093,364,23,753489,97,1521,20.2
2024-09-20,TikTok,캠페인_Q,35-44,남성,부산,반려동물,PC,신규,42764,964,110,486366,270,4087,33.4
2024-09-20,YouTube,캠페인_O,45-54,남성,대전,여행,모바일,신규,4315,71,1,192243,33,191,66.6
2024-09-20,TikTok,캠페인_E,45-54,여성,인천,음식,모바일,신규,16551,914,77,189103,51,3854,73.6
2024-09-20,Naver,캠페인_B,55+,남성,서울,반려동물,모바일,재방문,42220,2489,204,563359,158,4102,59.9
2024-09-21,TikTok,캠페인_G,55+,여성,광주,재테크,모바일,신규,545,12,0,173856,58,53,41.1
2024-09-21,Instagram,캠페인_L,45-54,남성,인천,운동/헬스,모바일,재방문,40026,589,62,148281,286,1016,23.9
2024-09-21,Naver,캠페인_A,45-54,여성,서울,패션,모바일,신규,18094,778,82,214637,126,1388,32.2
2024-09-21,TikTok,캠페인_E,35-44,남성,부산,반려동물,모바일,신규,1495,47,2,364735,171,107,63.7
2024-09-22,Instagram,캠페인_M,35-44,여성,제주,음식,PC,재방문,24746,453,10,880882,147,682,29.1
2024-09-22,KakaoTalk,캠페인_F,25-34,남성,광주,음식,모바일,재방문,22041,242,9,147652,234,543,70.7
2024-09-22,Facebook,캠페인_K,25-34,여성,서울,운동/헬스,PC,신규,15282,607,70,419738,17,1882,39.4
2024-09-23,Naver,캠페인_J,18-24,여성,대전,뷰티,모바일,신규,29989,1535,22,321456,145,6235,80.7
2024-09-23,KakaoTalk,캠페인_R,45-54,남성,부산,자동차,PC,재방문,15510,603,67,895191,33,1912,71.5
2024-09-23,Instagram,캠페인_S,55+,남성,경기,반려동물,모바일,재방문,41976,1249,87,611044,283,1399,48.1
2024-09-24,Naver,캠페인_P,35-44,여성,제주,뷰티,PC,신규,41142,885,33,409149,277,3640,68.5
2024-09-25,YouTube,캠페인_J,45-54,여성,부산,운동/헬스,모바일,재방문,22812,615,36,420880,65,1593,70.4
2024-09-25,Instagram,캠페인_K,25-34,남성,광주,음식,모바일,재방문,37915,1321,61,185291,287,3355,55.3
2024-09-25,YouTube,캠페인_N,18-24,남성,경기,뷰티,모바일,재방문,28167,1250,111,962125,141,1375,72.4
2024-09-25,Naver,캠페인_T,18-24,남성,제주,뷰티,모바일,재방문,38350,867,20,705665,68,1577,53.0
2024-09-26,Naver,캠페인_D,35-44,여성,경기,자동차,PC,재방문,18990,513,41,566540,8,658,66.9
2024-09-27,KakaoTalk,캠페인_C,18-24,여성,대구,재테크,모바일,재방문,36575,624,40,164564,219,2004,61.7
2024-09-27,Naver,캠페인_L,25-34,여성,대구,자동차,PC,신규,38495,2221,235,876161,195,7379,36.1
2024-09-27,TikTok,캠페인_O,25-34,남성,대전,운동/헬스,PC,재방문,3800,67,0,849189,174,104,44.6
2024-09-27,Naver,캠페인_C,45-54,남성,대전,게임,모바일,재방문,8355,331,30,145928,200,1208,46.4
2024-09-28,YouTube,캠페인_H,55+,여성,광주,운동/헬스,PC,재방문,2332,101,2,811930,202,154,48.6
2024-09-28,KakaoTalk,캠페인_P,45-54,남성,광주,육아,모바일,재방문,16200,379,18,710489,286,1447,58.8
2024-09-29,KakaoTalk,캠페인_N,55+,여성,부산,반려동물,모바일,재방문,13326,171,16,341008,222,655,65.4
2024-09-29,Instagram,캠페인_B,55+,여성,부산,반려동물,PC,재방문,42724,2111,141,685655,215,7743,55.9
2024-09-29,KakaoTalk,캠페인_F,25-34,여성,대구,자동차,모바일,재방문,35681,1528,135,559917,219,2891,76.6
2024-09-30,TikTok,캠페인_B,25-34,남성,제주,재테크,모바일,재방문,29826,477,39,356800,269,1479,68.3
2024-09-30,Facebook,캠페인_F,25-34,남성,대구,음식,모바일,재방문,43059,2088,174,712465,77,4299,40.2
2024-10-01,Facebook,캠페인_B,25-34,남성,부산,뷰티,모바일,재방문,19204,120,4,279999,167,235,66.8
2024-10-01,Instagram,캠페인_B,35-44,여성,서울,재테크,모바일,재방문,44774,2619,109,132390,87,4865,64.3
2024-10-01,Naver,캠페인_T,25-34,여성,대전,반려동물,모바일,재방문,30382,341,13,163346,149,687,64.2
2024-10-02,Facebook,캠페인_A,45-54,남성,경기,자동차,모바일,신규,45641,1584,94,352851,162,2254,45.5
2024-10-02,Facebook,캠페인_L,18-24,남성,광주,운동/헬스,모바일,신규,37213,826,93,282469,165,1359,53.0
2024-10-02,KakaoTalk,캠페인_I,25-34,남성,서울,육아,모바일,재방문,30715,1199,15,484859,271,4130,50.0
2024-10-02,KakaoTalk,캠페인_E,45-54,남성,광주,반려동물,PC,재방문,980,33,2,203763,35,61,69.6
2024-10-03,TikTok,캠페인_M,45-54,여성,광주,운동/헬스,모바일,재방문,29546,1660,55,824936,20,4529,29.2
2024-10-03,KakaoTalk,캠페인_P,18-24,여성,대전,여행,모바일,재방문,22970,634,29,424060,21,2328,50.3
2024-10-03,Facebook,캠페인_R,25-34,여성,제주,패션,PC,신규,3271,157,18,64752,150,199,68.4
2024-10-03,KakaoTalk,캠페인_D,35-44,남성,경기,여행,모바일,신규,8795,127,1,120697,169,401,23.0
2024-10-04,TikTok,캠페인_B,45-54,남성,대전,게임,태블릿,재방문,32123,1625,65,968442,229,7060,50.0
2024-10-04,Instagram,캠페인_T,35-44,여성,서울,자동차,모바일,재방문,22833,964,26,827085,242,3356,38.7
2024-10-05,Naver,캠페인_Q,55+,남성,부산,운동/헬스,모바일,재방문,17795,357,32,76745,51,652,77.0
2024-10-05,Instagram,캠페인_G,35-44,여성,서울,패션,모바일,신규,3834,153,9,700512,204,441,47.3
2024-10-05,KakaoTalk,캠페인_J,45-54,남성,광주,여행,모바일,신규,19370,918,13,485069,148,4122,43.1
2024-10-06,Naver,캠페인_O,55+,여성,제주,패션,PC,신규,20639,181,5,552066,117,193,47.2
2024-10-06,TikTok,캠페인_G,25-34,여성,광주,재테크,모바일,재방문,31927,405,23,225826,185,1757,60.3
2024-10-06,KakaoTalk,캠페인_C,35-44,여성,대구,육아,모바일,재방문,10291,197,21,784330,205,548,83.9
2024-10-06,Instagram,캠페인_P,25-34,여성,대전,음식,PC,신규,4086,205,2,227320,221,668,44.7
2024-10-06,KakaoTalk,캠페인_Q,35-44,남성,광주,자동차,PC,신규,19788,520,46,978622,219,2252,75.5
2024-10-07,Naver,캠페인_S,55+,여성,대전,자동차,PC,재방문,27205,461,44,805332,290,1792,22.7
2024-10-07,Instagram,캠페인_I,25-34,남성,경기,반려동물,PC,신규,47209,438,37,197552,6,835,43.4
2024-10-07,TikTok,캠페인_M,35-44,여성,인천,게임,모바일,재방문,42215,1008,13,145468,149,1927,53.5
2024-10-07,Facebook,캠페인_H,25-34,남성,경기,반려동물,모바일,재방문,16052,282,28,284512,27,669,44.3
2024-10-08,Naver,캠페인_J,55+,남성,광주,게임,PC,재방문,40154,1870,19,839874,65,1946,47.3
2024-10-08,KakaoTalk,캠페인_O,55+,남성,대구,반려동물,모바일,재방문,45474,1575,55,212724,31,4168,27.3
2024-10-08,Facebook,캠페인_K,45-54,여성,광주,뷰티,PC,신규,43073,310,26,367365,171,1009,56.7
2024-10-09,Naver,캠페인_K,35-44,여성,인천,재테크,PC,재방문,39598,380,6,795633,10,1153,40.6
2024-10-09,TikTok,캠페인_K,55+,남성,광주,여행,모바일,재방문,8601,373,38,499073,271,1091,84.8
2024-10-09,Instagram,캠페인_I,18-24,남성,부산,게임,모바일,재방문,30897,518,25,32263,152,2118,34.6
2024-10-09,YouTube,캠페인_O,35-44,남성,경기,여행,모바일,재방문,1098,45,0,582273,196,143,55.3
2024-10-09,TikTok,캠페인_A,55+,여성,부산,패션,태블릿,재방문,21673,867,46,742753,122,2988,46.0
2024-10-10,YouTube,캠페인_K,55+,여성,광주,뷰티,PC,신규,6561,320,3,828956,67,355,81.4
2024-10-10,YouTube,캠페인_N,45-54,남성,대구,육아,태블릿,신규,36588,892,76,222055,122,3671,76.7
2024-10-10,Instagram,캠페인_M,45-54,여성,부산,뷰티,모바일,재방문,912,14,0,760504,248,15,78.7
2024-10-10,KakaoTalk,캠페인_J,55+,여성,인천,여행,PC,재방문,25763,1222,117,180619,284,4059,82.3
2024-10-10,Naver,캠페인_T,18-24,여성,부산,자동차,모바일,신규,34092,339,35,447364,69,878,72.5
2024-10-10,Instagram,캠페인_S,55+,여성,광주,반려동물,태블릿,재방문,35328,1758,64,753383,208,1840,72.0
2024-10-11,TikTok,캠페인_R,18-24,여성,인천,패션,모바일,신규,11435,120,3,810551,38,185,32.8
2024-10-11,TikTok,캠페인_R,55+,남성,대구,여행,모바일,신규,36373,1938,155,922102,120,7626,45.3
2024-10-11,TikTok,캠페인_L,35-44,남성,경기,게임,모바일,재방문,23678,937,86,443799,205,3007,41.9
2024-10-11,Facebook,캠페인_J,55+,여성,경기,반려동물,모바일,재방문,15095,832,63,360152,216,3565,77.8
2024-10-12,YouTube,캠페인_L,35-44,남성,경기,자동차,모바일,재방문,42073,2327,157,381396,205,2937,46.2
2024-10-12,YouTube,캠페인_C,55+,남성,서울,여행,모바일,신규,21642,495,55,835312,7,941,23.6
2024-10-12,KakaoTalk,캠페인_F,55+,여성,대구,패션,모바일,재방문,1822,72,8,864707,102,164,21.9
2024-10-13,TikTok,캠페인_K,35-44,남성,부산,반려동물,모바일,재방문,40102,2065,206,740635,69,3354,46.3
2024-10-13,Instagram,캠페인_S,18-24,남성,경기,음식,모바일,신규,10304,207,15,299318,52,411,23.5
2024-10-13,YouTube,캠페인_A,35-44,남성,제주,육아,모바일,신규,35945,329,5,270667,168,768,45.5
2024-10-13,Naver,캠페인_D,45-54,남성,광주,반려동물,모바일,신규,6674,292,6,648595,226,1094,43.0
2024-10-13,KakaoTalk,캠페인_S,18-24,남성,부산,음식,태블릿,재방문,12629,270,8,411902,270,651,57.4
2024-10-13,Instagram,캠페인_S,45-54,남성,광주,음식,태블릿,재방문,20244,159,8,120056,207,642,31.8
2024-10-13,KakaoTalk,캠페인_H,55+,남성,제주,운동/헬스,PC,신규,19226,788,92,720450,42,1457,72.3
2024-10-14,Naver,캠페인_R,45-54,여성,제주,재테크,모바일,재방문,33465,437,34,250406,107,1345,75.4
2024-10-14,TikTok,캠페인_S,55+,여성,대전,패션,모바일,재방문,18863,867,87,452447,154,2696,59.9
2024-10-14,KakaoTalk,캠페인_F,18-24,여성,경기,여행,태블릿,재방문,18675,795,43,749456,97,2070,84.5
2024-10-15,Naver,캠페인_H,18-24,남성,광주,뷰티,모바일,신규,4156,33,1,183628,151,105,71.3
2024-10-15,KakaoTalk,캠페인_H,55+,여성,대구,패션,PC,재방문,1385,69,3,309668,96,286,66.8
2024-10-15,TikTok,캠페인_A,25-34,여성,대전,반려동물,모바일,신규,24926,389,6,104923,246,1135,63.5
2024-10-15,KakaoTalk,캠페인_G,55+,남성,제주,육아,모바일,재방문,21638,874,44,788149,167,1921,40.5
2024-10-15,YouTube,캠페인_E,18-24,남성,대구,재테크,PC,신규,24911,343,27,38040,283,868,31.8
2024-10-15,TikTok,캠페인_A,55+,남성,부산,뷰티,PC,신규,23057,411,22,193862,163,810,78.9
2024-10-16,Facebook,캠페인_L,25-34,여성,부산,반려동물,모바일,재방문,33609,175,2,391217,105,713,53.8
2024-10-16,TikTok,캠페인_O,18-24,여성,부산,육아,태블릿,재방문,2908,63,2,892513,40,246,83.5
2024-10-16,Facebook,캠페인_O,18-24,여성,제주,재테크,모바일,재방문,27224,1365,38,105433,296,3280,60.0
2024-10-16,YouTube,캠페인_T,35-44,여성,광주,음식,PC,재방문,33498,1356,132,199217,12,2846,43.7
2024-10-16,Naver,캠페인_D,45-54,여성,제주,재테크,모바일,신규,9258,329,26,590802,59,490,79.2
2024-10-16,Instagram,캠페인_R,25-34,남성,대구,반려동물,모바일,재방문,47522,1741,190,590455,81,7188,32.4
2024-10-16,Naver,캠페인_F,25-34,남성,인천,뷰티,PC,신규,2619,49,4,594004,181,195,64.1
2024-10-16,TikTok,캠페인_E,18-24,여성,부산,패션,모바일,재방문,3472,120,6,255475,109,421,29.8
2024-10-17,Facebook,캠페인_Q,25-34,남성,인천,패션,모바일,재방문,12995,297,33,418023,110,952,43.7
2024-10-17,TikTok,캠페인_L,55+,남성,대전,음식,PC,재방문,1046,26,1,21910,7,48,77.3
2024-10-17,YouTube,캠페인_H,45-54,여성,광주,게임,모바일,재방문,27314,769,47,644699,192,2227,58.7
2024-10-17,Facebook,캠페인_F,55+,남성,대구,패션,태블릿,신규,11603,358,28,116932,24,557,55.5
2024-10-17,KakaoTalk,캠페인_T,35-44,여성,인천,뷰티,모바일,신규,15372,737,14,740224,53,1685,57.8
2024-10-17,Instagram,캠페인_G,35-44,남성,인천,게임,모바일,재방문,15959,808,17,21875,174,1785,52.2
2024-10-17,TikTok,캠페인_B,55+,남성,서울,자동차,태블릿,재방문,10539,596,17,660062,94,946,31.3
2024-10-18,TikTok,캠페인_I,18-24,남성,서울,반려동물,모바일,신규,15852,164,12,963320,225,307,47.8
2024-10-18,YouTube,캠페인_R,25-34,여성,서울,육아,PC,재방문,20290,667,36,24452,17,1491,76.4
2024-10-19,TikTok,캠페인_O,35-44,여성,제주,여행,모바일,신규,41847,494,33,182036,16,1705,64.0
2024-10-19,Naver,캠페인_D,45-54,여성,대구,반려동물,PC,신규,30345,992,16,211998,81,1510,67.4
2024-10-19,Naver,캠페인_O,55+,여성,경기,반려동물,PC,재방문,36914,2112,102,630977,197,5828,70.6
2024-10-19,YouTube,캠페인_E,55+,여성,제주,재테크,PC,신규,18372,179,9,216496,99,779,43.2
2024-10-19,KakaoTalk,캠페인_E,55+,남성,부산,음식,PC,신규,17262,895,23,86750,299,2630,69.9
2024-10-19,Facebook,캠페인_B,55+,남성,대전,여행,모바일,재방문,864,22,1,670189,77,83,22.2
2024-10-19,KakaoTalk,캠페인_D,35-44,남성,광주,육아,모바일,재방문,7365,431,10,516291,62,598,70.9
2024-10-19,TikTok,캠페인_C,55+,여성,인천,여행,PC,재방문,24138,1411,43,874070,123,6248,57.4
2024-10-20,KakaoTalk,캠페인_H,45-54,여성,광주,패션,모바일,재방문,39687,2016,24,424071,231,4056,31.7
2024-10-21,Naver,캠페인_O,25-34,여성,서울,반려동물,모바일,신규,39314,614,70,494620,107,1361,40.1
2024-10-21,KakaoTalk,캠페인_G,18-24,남성,부산,반려동물,PC,재방문,3431,111,6,17736,158,328,26.7
2024-10-21,Instagram,캠페인_O,55+,남성,경기,음식,PC,신규,8594,351,22,338082,280,1200,45.5
2024-10-22,Instagram,캠페인_H,18-24,남성,서울,육아,PC,신규,28988,1067,37,599372,204,2461,54.8
2024-10-22,YouTube,캠페인_N,45-54,여성,인천,재테크,모바일,신규,16490,453,38,188020,170,783,75.8
2024-10-22,TikTok,캠페인_E,45-54,남성,광주,운동/헬스,모바일,신규,13104,240,15,900271,50,1049,75.1
2024-10-22,Instagram,캠페인_I,18-24,남성,인천,운동/헬스,모바일,재방문,38013,758,34,138949,224,2583,79.9
2024-10-22,Instagram,캠페인_N,45-54,남성,인천,패션,모바일,신규,15376,346,15,353223,273,612,77.3
2024-10-22,Instagram,캠페인_Q,25-34,여성,인천,게임,PC,재방문,17060,862,63,30189,231,1926,56.3
2024-10-22,KakaoTalk,캠페인_A,25-34,남성,제주,뷰티,PC,재방문,22791,539,13,905825,164,2156,39.9
2024-10-22,YouTube,캠페인_S,55+,여성,광주,육아,PC,신규,32910,1531,33,403449,274,5452,53.7
2024-10-23,Instagram,캠페인_H,45-54,여성,인천,음식,PC,신규,36541,932,50,162800,81,3362,31.5
2024-10-23,YouTube,캠페인_H,35-44,여성,부산,여행,모바일,신규,32445,547,17,106584,135,2252,22.3
2024-10-23,YouTube,캠페인_Q,18-24,남성,인천,육아,모바일,신규,19426,131,7,230887,228,277,46.3
2024-10-23,TikTok,캠페인_G,55+,여성,서울,음식,PC,재방문,32854,1460,158,132863,91,3871,26.3
2024-10-24,TikTok,캠페인_I,55+,여성,경기,게임,모바일,재방문,2336,101,11,579152,248,406,76.3
2024-10-24,KakaoTalk,캠페인_G,18-24,여성,서울,운동/헬스,모바일,신규,33987,2008,166,570168,270,9034,24.6
2024-10-24,Facebook,캠페인_I,45-54,남성,인천,재테크,모바일,신규,37762,1020,47,896840,108,2467,34.3
2024-10-25,YouTube,캠페인_B,55+,여성,광주,재테크,PC,신규,10126,571,52,286570,28,638,55.1
2024-10-25,Naver,캠페인_N,25-34,남성,서울,운동/헬스,태블릿,신규,1584,72,1,169119,164,241,57.8
2024-10-25,KakaoTalk,캠페인_H,55+,남성,대구,재테크,태블릿,신규,1352,21,0,858959,117,42,30.8
2024-10-25,KakaoTalk,캠페인_F,25-34,남성,대전,운동/헬스,PC,재방문,45709,2607,246,802648,152,10547,51.0
2024-10-26,YouTube,캠페인_R,35-44,여성,경기,자동차,모바일,신규,22181,320,23,949280,5,1237,41.4
2024-10-26,Instagram,캠페인_K,35-44,여성,부산,음식,모바일,신규,32693,1547,100,609573,183,4151,22.6
2024-10-26,Naver,캠페인_F,25-34,남성,인천,뷰티,태블릿,재방문,22722,273,30,162496,69,1109,63.1
2024-10-27,TikTok,캠페인_G,18-24,여성,서울,음식,모바일,재방문,19420,965,59,914400,96,2189,29.6
2024-10-27,KakaoTalk,캠페인_C,35-44,여성,대전,뷰티,모바일,재방문,32917,1825,50,277487,264,4954,23.7
2024-10-27,Instagram,캠페인_S,25-34,여성,대구,패션,모바일,신규,27821,448,47,715800,270,567,48.1
2024-10-27,YouTube,캠페인_K,25-34,남성,제주,음식,모바일,재방문,8866,436,13,665116,114,891,35.1
2024-10-28,Facebook,캠페인_I,55+,남성,제주,패션,모바일,재방문,9424,527,11,74325,51,1889,49.5
2024-10-28,YouTube,캠페인_C,55+,여성,부산,자동차,모바일,신규,14299,767,40,379242,217,2120,42.9
2024-10-28,KakaoTalk,캠페인_S,45-54,남성,제주,반려동물,모바일,신규,46381,1910,110,854729,275,7930,39.9
2024-10-29,Facebook,캠페인_I,55+,여성,대전,패션,모바일,재방문,3371,65,4,789474,146,90,60.7
2024-10-29,KakaoTalk,캠페인_B,18-24,남성,제주,자동차,PC,재방문,23173,422,18,585508,148,585,78.0
2024-10-29,YouTube,캠페인_E,35-44,여성,경기,뷰티,모바일,재방문,36713,1277,92,622445,238,4312,41.9
2024-10-29,Instagram,캠페인_I,35-44,여성,경기,반려동물,모바일,재방문,24796,1214,75,99261,212,2448,69.9
2024-10-29,Instagram,캠페인_R,35-44,여성,광주,패션,모바일,신규,37033,2137,199,160932,46,6058,60.7
2024-10-30,YouTube,캠페인_A,55+,남성,부산,반려동물,모바일,신규,31591,1800,106,376503,115,2638,22.3
2024-10-30,Facebook,캠페인_H,35-44,남성,대전,운동/헬스,모바일,재방문,40396,1410,100,565510,215,5659,76.5
2024-10-31,Instagram,캠페인_J,45-54,여성,제주,반려동물,모바일,신규,35883,1413,147,121986,277,6182,73.7
2024-10-31,TikTok,캠페인_C,18-24,남성,부산,음식,모바일,재방문,3990,50,2,99046,52,81,39.7
2024-10-31,YouTube,캠페인_A,25-34,남성,부산,여행,모바일,재방문,16123,601,33,654779,276,1812,42.9
2024-10-31,Naver,캠페인_C,45-54,남성,대구,운동/헬스,모바일,재방문,17047,227,14,645467,77,288,37.4
2024-10-31,Instagram,캠페인_Q,18-24,남성,광주,운동/헬스,PC,신규,16072,292,27,562360,258,1280,82.6
2024-11-01,TikTok,캠페인_R,18-24,여성,경기,육아,PC,재방문,33784,245,18,807401,126,895,62.2
2024-11-01,TikTok,캠페인_S,25-34,여성,경기,자동차,PC,신규,2225,25,1,146088,11,88,59.6
2024-11-01,TikTok,캠페인_S,55+,여성,광주,여행,모바일,신규,18962,743,85,813510,27,1107,62.6
2024-11-01,YouTube,캠페인_F,18-24,여성,인천,뷰티,모바일,재방문,4909,249,6,551133,232,784,64.4
2024-11-01,KakaoTalk,캠페인_A,45-54,남성,인천,재테크,모바일,재방문,34643,863,54,704341,251,3201,69.1
2024-11-01,Facebook,캠페인_R,18-24,여성,서울,운동/헬스,모바일,신규,24558,1450,96,692802,47,3784,82.1
2024-11-02,Naver,캠페인_L,55+,여성,광주,음식,모바일,재방문,25617,869,85,811562,266,3131,62.7
2024-11-02,Instagram,캠페인_R,18-24,여성,부산,반려동물,모바일,재방문,9640,560,29,837441,298,1463,65.8
2024-11-02,KakaoTalk,캠페인_G,35-44,남성,광주,자동차,모바일,재방문,312,16,1,359965,45,30,21.0
2024-11-03,Naver,캠페인_N,55+,남성,경기,자동차,PC,재방문,38607,1515,22,536843,56,1987,78.1
2024-11-03,KakaoTalk,캠페인_H,18-24,남성,경기,게임,모바일,재방문,14108,219,18,401938,75,524,76.8
2024-11-03,TikTok,캠페인_F,25-34,남성,부산,육아,태블릿,신규,31796,1089,55,510014,172,3977,30.5
2024-11-04,Instagram,캠페인_M,25-34,여성,부산,여행,모바일,신규,2689,96,8,697291,265,150,82.0
2024-11-04,Facebook,캠페인_B,25-34,여성,인천,자동차,모바일,신규,27287,1309,59,638040,210,2054,50.3
2024-11-04,KakaoTalk,캠페인_E,55+,여성,서울,자동차,태블릿,신규,7860,366,31,499431,51,623,65.0
2024-11-04,YouTube,캠페인_F,18-24,남성,서울,뷰티,태블릿,재방문,10154,315,8,508044,290,947,48.7
2024-11-04,Naver,캠페인_R,35-44,여성,광주,여행,모바일,재방문,43397,2530,147,720893,243,9566,29.5
2024-11-04,TikTok,캠페인_O,18-24,여성,부산,게임,모바일,신규,43000,1857,44,804977,138,4608,81.1
2024-11-05,YouTube,캠페인_M,18-24,여성,서울,게임,모바일,재방문,20898,1001,31,415264,236,2185,49.3
2024-11-05,KakaoTalk,캠페인_T,55+,남성,제주,자동차,모바일,재방문,12540,343,31,654995,64,1092,26.2
2024-11-06,Instagram,캠페인_T,55+,여성,대전,음식,모바일,신규,39519,217,9,80115,116,239,49.4
2024-11-06,YouTube,캠페인_J,18-24,여성,대전,게임,PC,재방문,28667,1257,144,483536,181,2530,65.2
2024-11-06,Naver,캠페인_J,45-54,여성,인천,음식,PC,신규,16896,608,44,797574,281,1064,30.9
2024-11-07,Facebook,캠페인_R,25-34,남성,부산,게임,모바일,신규,26941,1061,15,703856,214,1826,30.2
2024-11-07,YouTube,캠페인_O,18-24,여성,광주,육아,모바일,재방문,42828,705,36,623168,230,3168,59.6
2024-11-07,Instagram,캠페인_G,25-34,남성,대구,재테크,PC,신규,8365,183,16,67950,158,628,73.7
2024-11-07,Instagram,캠페인_K,18-24,여성,제주,재테크,모바일,재방문,40765,1647,154,863117,148,6015,50.9
2024-11-07,Naver,캠페인_F,18-24,여성,제주,뷰티,PC,재방문,44334,696,11,635476,265,925,59.7
2024-11-07,Instagram,캠페인_L,55+,남성,인천,여행,태블릿,재방문,23060,700,53,361997,294,2150,34.9
2024-11-07,TikTok,캠페인_H,45-54,여성,제주,패션,PC,신규,30138,1731,131,150417,233,6070,80.7
2024-11-08,Naver,캠페인_P,55+,여성,대구,육아,모바일,신규,29953,633,46,735325,211,1209,20.6
2024-11-08,Naver,캠페인_I,35-44,남성,대구,게임,모바일,재방문,47688,2855,133,787543,252,4798,78.0
